"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:29:14.367,1 Aug 2023 10:34:07.311,292.944
2,2 Aug 2023 03:09:13.777,2 Aug 2023 03:15:34.549,380.772
3,2 Aug 2023 04:44:32.746,2 Aug 2023 04:52:19.363,466.616
4,2 Aug 2023 06:21:23.237,2 Aug 2023 06:28:59.548,456.311
5,2 Aug 2023 07:58:07.923,2 Aug 2023 08:05:43.947,456.023
6,2 Aug 2023 09:34:45.527,2 Aug 2023 09:40:40.840,355.312
7,3 Aug 2023 02:16:59.176,3 Aug 2023 02:20:57.142,237.966
8,3 Aug 2023 03:50:30.118,3 Aug 2023 03:58:10.727,460.609
9,3 Aug 2023 05:27:05.121,3 Aug 2023 05:34:45.443,460.322
10,3 Aug 2023 07:03:58.457,3 Aug 2023 07:11:34.681,456.224
11,3 Aug 2023 08:40:30.056,3 Aug 2023 08:47:27.159,417.103
12,4 Aug 2023 02:56:36.259,4 Aug 2023 03:03:59.979,443.720
13,4 Aug 2023 04:32:48.196,4 Aug 2023 04:40:33.624,465.428
14,4 Aug 2023 06:09:45.887,4 Aug 2023 06:17:21.130,455.243
15,4 Aug 2023 07:46:20.439,4 Aug 2023 07:53:45.794,445.356
16,4 Aug 2023 09:23:27.495,4 Aug 2023 09:27:59.315,271.819
17,5 Aug 2023 02:03:04.631,5 Aug 2023 02:09:42.810,398.180
18,5 Aug 2023 03:38:36.846,5 Aug 2023 03:46:24.084,467.239
19,5 Aug 2023 05:15:29.972,5 Aug 2023 05:23:05.714,455.742
20,5 Aug 2023 06:52:12.537,5 Aug 2023 06:59:47.952,455.415
21,5 Aug 2023 08:28:53.313,5 Aug 2023 08:34:35.671,342.358
22,6 Aug 2023 01:10:33.096,6 Aug 2023 01:15:11.391,278.295
23,6 Aug 2023 02:44:32.538,6 Aug 2023 02:52:15.517,462.979
24,6 Aug 2023 04:21:12.086,6 Aug 2023 04:28:51.230,459.143
25,6 Aug 2023 05:58:03.599,6 Aug 2023 06:05:39.807,456.208
26,6 Aug 2023 07:34:35.620,6 Aug 2023 07:41:22.007,406.387
27,7 Aug 2023 00:18:28.944,7 Aug 2023 00:19:42.402,73.458
28,7 Aug 2023 01:50:36.257,7 Aug 2023 01:58:05.549,449.292
29,7 Aug 2023 03:26:54.463,7 Aug 2023 03:34:38.846,464.383
30,7 Aug 2023 05:03:51.811,7 Aug 2023 05:11:27.297,455.486
31,7 Aug 2023 06:40:25.108,7 Aug 2023 06:47:46.023,440.915
32,7 Aug 2023 08:17:43.259,7 Aug 2023 08:21:48.747,245.488
33,8 Aug 2023 00:56:57.963,8 Aug 2023 01:03:50.376,412.413
34,8 Aug 2023 02:32:41.468,8 Aug 2023 02:40:28.857,467.389
35,8 Aug 2023 04:09:36.599,8 Aug 2023 04:17:11.901,455.302
36,8 Aug 2023 05:46:17.094,8 Aug 2023 05:53:51.369,454.274
37,8 Aug 2023 07:23:01.767,8 Aug 2023 07:28:30.562,328.795

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 02:23:55.733,2 Aug 2023 02:26:05.125,129.392
2,2 Aug 2023 03:56:30.640,2 Aug 2023 04:04:03.226,452.586
3,2 Aug 2023 05:32:52.919,2 Aug 2023 05:40:36.512,463.593
4,2 Aug 2023 07:09:49.781,2 Aug 2023 07:17:25.457,455.676
5,2 Aug 2023 08:46:22.393,2 Aug 2023 08:53:39.717,437.324
6,2 Aug 2023 10:23:50.446,2 Aug 2023 10:27:33.405,222.960
7,3 Aug 2023 03:02:48.510,3 Aug 2023 03:09:49.226,420.716
8,3 Aug 2023 04:38:38.920,3 Aug 2023 04:46:26.180,467.261
9,3 Aug 2023 06:15:35.087,3 Aug 2023 06:23:10.162,455.075
10,3 Aug 2023 07:52:14.206,3 Aug 2023 07:59:47.339,453.133
11,3 Aug 2023 09:29:02.154,3 Aug 2023 09:34:22.267,320.114
12,4 Aug 2023 02:09:43.213,4 Aug 2023 02:15:24.864,341.652
13,4 Aug 2023 03:44:32.308,4 Aug 2023 03:52:17.461,465.153
14,4 Aug 2023 05:21:17.707,4 Aug 2023 05:28:55.263,457.556
15,4 Aug 2023 06:58:05.937,4 Aug 2023 07:05:42.030,456.092
16,4 Aug 2023 08:34:39.865,4 Aug 2023 08:41:02.567,382.702
17,5 Aug 2023 01:17:33.108,5 Aug 2023 01:20:31.084,177.975
18,5 Aug 2023 02:50:31.996,5 Aug 2023 02:58:08.390,456.394
19,5 Aug 2023 04:26:59.565,5 Aug 2023 04:34:41.954,462.389
20,5 Aug 2023 06:03:55.394,5 Aug 2023 06:11:31.330,455.936
21,5 Aug 2023 07:40:27.298,5 Aug 2023 07:47:38.370,431.073
22,5 Aug 2023 09:18:15.506,5 Aug 2023 09:21:15.183,179.678
23,6 Aug 2023 01:56:44.982,6 Aug 2023 02:03:55.817,430.836
24,6 Aug 2023 03:32:44.294,6 Aug 2023 03:40:31.094,466.800
25,6 Aug 2023 05:09:41.481,6 Aug 2023 05:17:16.459,454.978
26,6 Aug 2023 06:46:18.729,6 Aug 2023 06:53:49.623,450.894
27,6 Aug 2023 08:23:12.423,6 Aug 2023 08:28:17.562,305.139
28,7 Aug 2023 01:03:27.991,7 Aug 2023 01:09:34.506,366.515
29,7 Aug 2023 02:38:36.263,7 Aug 2023 02:46:22.141,465.878
30,7 Aug 2023 04:15:24.550,7 Aug 2023 04:23:01.328,456.778
31,7 Aug 2023 05:52:10.708,7 Aug 2023 05:59:46.886,456.179
32,7 Aug 2023 07:28:46.568,7 Aug 2023 07:34:53.550,366.982
33,8 Aug 2023 00:11:16.529,8 Aug 2023 00:14:51.508,214.979
34,8 Aug 2023 01:44:34.274,8 Aug 2023 01:52:13.374,459.100
35,8 Aug 2023 03:21:06.367,8 Aug 2023 03:28:47.529,461.162
36,8 Aug 2023 04:58:00.822,8 Aug 2023 05:05:36.964,456.142
37,8 Aug 2023 06:34:32.401,8 Aug 2023 06:41:35.788,423.387
38,8 Aug 2023 08:12:55.153,8 Aug 2023 08:14:45.352,110.199

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:12:58.150,1 Aug 2023 10:20:30.647,452.497
2,1 Aug 2023 11:49:20.283,1 Aug 2023 11:57:03.145,462.862
3,1 Aug 2023 13:26:17.789,1 Aug 2023 13:33:52.294,454.505
4,1 Aug 2023 15:02:49.832,1 Aug 2023 15:10:08.899,439.067
5,1 Aug 2023 16:40:12.218,1 Aug 2023 16:44:06.634,234.417
6,2 Aug 2023 09:19:17.552,2 Aug 2023 09:26:17.816,420.264
7,2 Aug 2023 10:55:07.209,2 Aug 2023 11:02:54.059,466.850
8,2 Aug 2023 12:32:03.930,2 Aug 2023 12:39:37.797,453.867
9,2 Aug 2023 14:08:43.056,2 Aug 2023 14:16:16.481,453.425
10,2 Aug 2023 15:45:28.529,2 Aug 2023 15:50:53.362,324.833
11,3 Aug 2023 08:26:14.636,3 Aug 2023 08:31:54.406,339.770
12,3 Aug 2023 10:01:01.645,3 Aug 2023 10:08:46.622,464.978
13,3 Aug 2023 11:37:47.313,3 Aug 2023 11:45:23.801,456.488
14,3 Aug 2023 13:14:35.988,3 Aug 2023 13:22:11.508,455.520
15,3 Aug 2023 14:51:08.479,3 Aug 2023 14:57:36.700,388.222
16,4 Aug 2023 07:34:05.428,4 Aug 2023 07:37:00.804,175.376
17,4 Aug 2023 09:07:02.531,4 Aug 2023 09:14:38.807,456.275
18,4 Aug 2023 10:43:29.979,4 Aug 2023 10:51:11.586,461.607
19,4 Aug 2023 12:20:26.455,4 Aug 2023 12:28:01.306,454.850
20,4 Aug 2023 13:56:57.666,4 Aug 2023 14:04:11.057,433.391
21,4 Aug 2023 15:34:37.176,4 Aug 2023 15:37:53.816,196.640
22,5 Aug 2023 08:13:17.048,5 Aug 2023 08:20:27.406,430.358
23,5 Aug 2023 09:49:15.626,5 Aug 2023 09:57:01.960,466.334
24,5 Aug 2023 11:26:13.396,5 Aug 2023 11:33:47.055,453.660
25,5 Aug 2023 13:02:50.566,5 Aug 2023 13:10:22.100,451.533
26,5 Aug 2023 14:39:41.291,5 Aug 2023 14:44:52.397,311.106
27,6 Aug 2023 07:20:02.346,6 Aug 2023 07:26:07.058,364.712
