"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 10:20:27.575,1 Jun 2023 10:20:41.726,14.151
2,1 Jun 2023 10:20:58.707,1 Jun 2023 10:21:06.317,7.610
3,1 Jun 2023 11:50:20.403,1 Jun 2023 11:51:13.556,53.153
4,1 Jun 2023 13:20:00.165,1 Jun 2023 13:20:14.129,13.964
5,2 Jun 2023 09:21:24.707,2 Jun 2023 09:22:17.508,52.801
6,2 Jun 2023 10:51:29.619,2 Jun 2023 10:51:49.739,20.120
7,2 Jun 2023 10:51:50.952,2 Jun 2023 10:52:14.712,23.760
8,2 Jun 2023 12:20:46.913,2 Jun 2023 12:21:25.664,38.751
9,3 Jun 2023 08:21:23.997,3 Jun 2023 08:23:26.031,122.034
10,3 Jun 2023 09:52:37.052,3 Jun 2023 09:52:42.090,5.038
11,3 Jun 2023 09:53:06.691,3 Jun 2023 09:53:13.983,7.292
12,3 Jun 2023 11:22:23.670,3 Jun 2023 11:23:47.658,83.988
13,4 Jun 2023 07:22:36.762,4 Jun 2023 07:23:15.912,39.150
14,4 Jun 2023 07:23:51.855,4 Jun 2023 07:24:41.495,49.640
15,4 Jun 2023 08:53:40.448,4 Jun 2023 08:53:55.937,15.490
16,4 Jun 2023 08:54:11.347,4 Jun 2023 08:54:19.753,8.405
17,4 Jun 2023 10:23:34.106,4 Jun 2023 10:24:30.084,55.979
18,4 Jun 2023 11:52:59.401,4 Jun 2023 11:53:29.303,29.902
19,5 Jun 2023 07:54:30.584,5 Jun 2023 07:55:30.365,59.781
20,5 Jun 2023 09:24:43.072,5 Jun 2023 09:25:01.872,18.800
21,5 Jun 2023 09:25:10.517,5 Jun 2023 09:25:27.987,17.470
22,5 Jun 2023 10:53:59.334,5 Jun 2023 10:54:43.372,44.038
23,6 Jun 2023 06:54:40.738,6 Jun 2023 06:56:38.133,117.395
24,6 Jun 2023 08:25:50.113,6 Jun 2023 08:25:55.226,5.113
25,6 Jun 2023 08:26:19.801,6 Jun 2023 08:26:26.717,6.916
26,6 Jun 2023 09:55:37.360,6 Jun 2023 09:56:59.128,81.767
27,7 Jun 2023 05:56:19.197,7 Jun 2023 05:56:24.610,5.412
28,7 Jun 2023 05:57:05.306,7 Jun 2023 05:57:54.083,48.777
29,7 Jun 2023 07:26:53.005,7 Jun 2023 07:27:09.592,16.587
30,7 Jun 2023 07:27:24.092,7 Jun 2023 07:27:33.358,9.266
31,7 Jun 2023 08:56:49.753,7 Jun 2023 08:57:43.663,53.910
32,7 Jun 2023 10:26:14.737,7 Jun 2023 10:26:46.673,31.935
33,8 Jun 2023 06:27:43.230,8 Jun 2023 06:28:42.833,59.603
34,8 Jun 2023 07:57:56.886,8 Jun 2023 07:58:11.587,14.701
35,8 Jun 2023 07:58:24.952,8 Jun 2023 07:58:40.995,16.043
36,8 Jun 2023 09:27:12.645,8 Jun 2023 09:27:57.588,44.943

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 11:05:27.069,1 Jun 2023 11:05:36.747,9.678
2,1 Jun 2023 11:05:55.616,1 Jun 2023 11:06:09.170,13.554
3,1 Jun 2023 12:34:57.454,1 Jun 2023 12:35:32.313,34.859
4,1 Jun 2023 12:35:42.675,1 Jun 2023 12:35:50.196,7.521
5,1 Jun 2023 12:35:58.638,1 Jun 2023 12:36:15.309,16.671
6,2 Jun 2023 08:35:21.760,2 Jun 2023 08:36:02.108,40.348
7,2 Jun 2023 08:36:03.408,2 Jun 2023 08:37:17.146,73.738
8,2 Jun 2023 10:06:32.817,2 Jun 2023 10:06:40.971,8.153
9,2 Jun 2023 10:07:03.002,2 Jun 2023 10:07:09.262,6.260
10,2 Jun 2023 11:36:17.715,2 Jun 2023 11:37:43.550,85.835
11,3 Jun 2023 07:37:58.973,3 Jun 2023 07:38:04.435,5.462
12,3 Jun 2023 07:38:13.662,3 Jun 2023 07:38:29.329,15.668
13,3 Jun 2023 09:07:34.347,3 Jun 2023 09:07:56.463,22.117
14,3 Jun 2023 09:08:05.808,3 Jun 2023 09:08:18.687,12.878
15,3 Jun 2023 10:37:32.995,3 Jun 2023 10:38:25.063,52.068
16,3 Jun 2023 12:06:43.647,3 Jun 2023 12:07:24.660,41.013
17,3 Jun 2023 12:07:27.735,3 Jun 2023 12:07:39.962,12.227
18,4 Jun 2023 08:07:45.606,4 Jun 2023 08:07:58.456,12.850
19,4 Jun 2023 08:08:05.217,4 Jun 2023 08:08:21.936,16.718
20,4 Jun 2023 08:08:24.374,4 Jun 2023 08:09:27.221,62.848
21,4 Jun 2023 09:38:40.317,4 Jun 2023 09:38:49.422,9.105
22,4 Jun 2023 09:39:09.042,4 Jun 2023 09:39:21.123,12.081
23,4 Jun 2023 11:08:10.730,4 Jun 2023 11:08:51.651,40.921
24,4 Jun 2023 11:08:52.776,4 Jun 2023 11:09:06.298,13.521
25,4 Jun 2023 11:09:07.880,4 Jun 2023 11:09:31.747,23.867
26,5 Jun 2023 07:08:39.616,5 Jun 2023 07:09:06.145,26.529
27,5 Jun 2023 07:09:43.187,5 Jun 2023 07:10:31.251,48.064
28,5 Jun 2023 08:39:45.806,5 Jun 2023 08:39:54.774,8.968
29,5 Jun 2023 08:40:16.116,5 Jun 2023 08:40:22.425,6.309
30,5 Jun 2023 10:09:31.694,5 Jun 2023 10:10:55.316,83.622
31,6 Jun 2023 06:11:30.097,6 Jun 2023 06:11:41.604,11.507
32,6 Jun 2023 07:40:47.319,6 Jun 2023 07:41:32.512,45.194
33,6 Jun 2023 09:10:46.009,6 Jun 2023 09:11:34.743,48.734
34,6 Jun 2023 10:39:57.856,6 Jun 2023 10:40:34.183,36.327
35,6 Jun 2023 10:40:45.881,6 Jun 2023 10:40:53.210,7.329
36,7 Jun 2023 06:40:56.184,7 Jun 2023 06:42:41.251,105.067
37,7 Jun 2023 08:11:53.612,7 Jun 2023 08:12:01.889,8.278
38,7 Jun 2023 08:12:22.440,7 Jun 2023 08:12:33.391,10.951
39,7 Jun 2023 09:41:23.348,7 Jun 2023 09:42:46.657,83.310
40,8 Jun 2023 05:41:54.708,8 Jun 2023 05:42:19.344,24.636
41,8 Jun 2023 05:42:56.988,8 Jun 2023 05:43:44.790,47.801
42,8 Jun 2023 07:12:58.884,8 Jun 2023 07:13:08.354,9.469
43,8 Jun 2023 07:13:29.224,8 Jun 2023 07:13:35.728,6.504
44,8 Jun 2023 08:42:49.129,8 Jun 2023 08:43:49.568,60.439
45,8 Jun 2023 08:44:01.423,8 Jun 2023 08:44:06.764,5.341

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 14:35:03.732,1 Jun 2023 14:35:14.463,10.731
2,1 Jun 2023 14:35:53.629,1 Jun 2023 14:36:43.543,49.914
3,1 Jun 2023 16:05:42.823,1 Jun 2023 16:05:54.047,11.224
4,1 Jun 2023 16:06:14.585,1 Jun 2023 16:06:20.701,6.116
5,1 Jun 2023 17:35:38.117,1 Jun 2023 17:36:32.681,54.564
6,1 Jun 2023 19:04:51.106,1 Jun 2023 19:04:59.794,8.688
7,1 Jun 2023 19:05:05.016,1 Jun 2023 19:05:36.851,31.835
8,2 Jun 2023 15:06:33.632,2 Jun 2023 15:07:33.771,60.139
9,2 Jun 2023 16:36:47.461,2 Jun 2023 16:36:56.198,8.737
10,2 Jun 2023 16:37:15.784,2 Jun 2023 16:37:29.267,13.482
11,2 Jun 2023 18:06:06.942,2 Jun 2023 18:06:50.506,43.564
12,3 Jun 2023 14:06:46.795,3 Jun 2023 14:08:42.349,115.554
13,3 Jun 2023 17:07:39.466,3 Jun 2023 17:09:05.003,85.537
14,4 Jun 2023 13:09:13.914,4 Jun 2023 13:09:59.044,45.130
15,4 Jun 2023 14:38:58.857,4 Jun 2023 14:39:14.461,15.604
16,4 Jun 2023 14:39:30.335,4 Jun 2023 14:39:37.807,7.473
17,4 Jun 2023 16:08:54.980,4 Jun 2023 16:09:47.827,52.847
18,4 Jun 2023 17:38:05.534,4 Jun 2023 17:39:01.357,55.823
19,5 Jun 2023 13:39:49.729,5 Jun 2023 13:40:49.468,59.739
20,5 Jun 2023 15:10:04.492,5 Jun 2023 15:10:09.058,4.566
21,5 Jun 2023 15:10:32.578,5 Jun 2023 15:10:44.194,11.616
22,5 Jun 2023 16:39:33.988,5 Jun 2023 16:40:08.486,34.498
23,5 Jun 2023 16:40:19.459,5 Jun 2023 16:40:26.291,6.832
24,5 Jun 2023 16:40:45.436,5 Jun 2023 16:40:50.662,5.226
25,6 Jun 2023 12:40:09.765,6 Jun 2023 12:41:52.158,102.393
26,6 Jun 2023 15:40:55.444,6 Jun 2023 15:42:21.238,85.794
27,7 Jun 2023 11:42:33.136,7 Jun 2023 11:43:13.811,40.675
28,7 Jun 2023 13:12:14.553,7 Jun 2023 13:12:31.558,17.005
29,7 Jun 2023 13:12:46.056,7 Jun 2023 13:12:54.806,8.750
30,7 Jun 2023 14:42:11.591,7 Jun 2023 14:43:03.062,51.471
31,7 Jun 2023 16:11:22.456,7 Jun 2023 16:12:04.684,42.228
32,7 Jun 2023 16:12:06.267,7 Jun 2023 16:12:18.984,12.717

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 15:19:47.193,1 Jun 2023 15:20:04.620,17.427
2,1 Jun 2023 15:20:07.360,1 Jun 2023 15:20:24.089,16.729
3,1 Jun 2023 15:20:25.608,1 Jun 2023 15:21:29.296,63.688
4,1 Jun 2023 16:51:12.497,1 Jun 2023 16:51:19.552,7.055
5,1 Jun 2023 18:20:12.098,1 Jun 2023 18:21:36.617,84.520
6,2 Jun 2023 14:20:43.603,2 Jun 2023 14:21:09.178,25.575
7,2 Jun 2023 14:21:46.157,2 Jun 2023 14:22:34.569,48.411
8,2 Jun 2023 15:51:49.749,2 Jun 2023 15:51:54.498,4.749
9,2 Jun 2023 17:21:40.155,2 Jun 2023 17:22:37.184,57.029
10,2 Jun 2023 18:51:21.337,2 Jun 2023 18:51:29.714,8.377
11,3 Jun 2023 13:23:37.003,3 Jun 2023 13:23:41.266,4.263
12,3 Jun 2023 14:52:51.605,3 Jun 2023 14:53:18.642,27.037
13,3 Jun 2023 14:53:22.911,3 Jun 2023 14:53:36.204,13.292
14,3 Jun 2023 16:22:50.844,3 Jun 2023 16:23:35.827,44.983
15,3 Jun 2023 17:52:07.882,3 Jun 2023 17:52:40.292,32.411
16,4 Jun 2023 13:52:51.807,4 Jun 2023 13:54:46.760,114.953
17,4 Jun 2023 15:24:29.068,4 Jun 2023 15:24:35.022,5.954
18,4 Jun 2023 16:53:32.927,4 Jun 2023 16:53:44.797,11.869
19,4 Jun 2023 16:53:45.860,4 Jun 2023 16:55:08.011,82.152
20,5 Jun 2023 12:54:01.293,5 Jun 2023 12:54:26.345,25.052
21,5 Jun 2023 12:55:02.955,5 Jun 2023 12:55:51.850,48.895
22,5 Jun 2023 14:25:05.648,5 Jun 2023 14:25:11.442,5.794
23,5 Jun 2023 14:25:36.467,5 Jun 2023 14:25:41.148,4.681
24,5 Jun 2023 15:54:56.973,5 Jun 2023 15:55:50.593,53.620
25,5 Jun 2023 17:24:36.966,5 Jun 2023 17:24:50.127,13.160
26,6 Jun 2023 13:26:04.983,6 Jun 2023 13:26:53.515,48.532
27,6 Jun 2023 14:56:07.887,6 Jun 2023 14:56:26.244,18.357
