"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 10:20:15.626,1 Jun 2023 10:21:21.114,65.488
2,1 Jun 2023 11:50:05.093,1 Jun 2023 11:51:46.747,101.654
3,1 Jun 2023 13:19:30.409,1 Jun 2023 13:20:28.199,57.790
4,2 Jun 2023 07:52:09.072,2 Jun 2023 07:52:29.855,20.783
5,2 Jun 2023 09:20:33.537,2 Jun 2023 09:22:28.490,114.953
6,2 Jun 2023 10:51:18.492,2 Jun 2023 10:52:29.916,71.424
7,2 Jun 2023 12:20:33.577,2 Jun 2023 12:21:40.633,67.056
8,3 Jun 2023 08:21:12.961,3 Jun 2023 08:23:36.976,144.015
9,3 Jun 2023 09:52:24.751,3 Jun 2023 09:53:29.598,64.846
10,3 Jun 2023 11:21:56.341,3 Jun 2023 11:23:58.510,122.169
11,4 Jun 2023 07:22:25.114,4 Jun 2023 07:23:26.820,61.706
12,4 Jun 2023 07:23:31.032,4 Jun 2023 07:24:52.400,81.368
13,4 Jun 2023 08:53:27.645,4 Jun 2023 08:54:34.399,66.754
14,4 Jun 2023 10:23:19.385,4 Jun 2023 10:24:57.684,98.299
15,4 Jun 2023 11:52:38.884,4 Jun 2023 11:53:45.905,67.021
16,5 Jun 2023 07:53:43.309,5 Jun 2023 07:55:41.583,118.274
17,5 Jun 2023 09:24:31.787,5 Jun 2023 09:25:41.588,69.801
18,5 Jun 2023 10:53:48.287,5 Jun 2023 10:55:34.743,106.456
19,6 Jun 2023 06:54:27.067,6 Jun 2023 06:56:49.938,142.871
20,6 Jun 2023 08:25:37.798,6 Jun 2023 08:26:42.366,64.568
21,6 Jun 2023 09:55:10.763,6 Jun 2023 09:57:11.179,120.416
22,7 Jun 2023 05:55:40.293,7 Jun 2023 05:56:39.127,58.834
23,7 Jun 2023 05:56:48.093,7 Jun 2023 05:58:05.359,77.266
24,7 Jun 2023 07:26:39.504,7 Jun 2023 07:27:47.733,68.228
25,7 Jun 2023 08:56:34.047,7 Jun 2023 08:58:07.583,93.535
26,7 Jun 2023 10:25:50.140,7 Jun 2023 10:27:04.563,74.422
27,8 Jun 2023 06:26:54.410,8 Jun 2023 06:28:54.529,120.119
28,8 Jun 2023 07:57:44.995,8 Jun 2023 07:58:52.872,67.877
29,8 Jun 2023 09:27:01.440,8 Jun 2023 09:28:54.502,113.062

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 11:05:15.201,1 Jun 2023 11:06:21.852,66.650
2,1 Jun 2023 12:34:32.895,1 Jun 2023 12:36:33.427,120.532
3,2 Jun 2023 08:35:10.921,2 Jun 2023 08:37:34.852,143.932
4,2 Jun 2023 10:06:20.603,2 Jun 2023 10:07:24.854,64.252
5,2 Jun 2023 11:36:03.930,2 Jun 2023 11:37:54.500,110.570
6,2 Jun 2023 13:06:03.922,2 Jun 2023 13:06:15.298,11.376
7,3 Jun 2023 07:37:44.090,3 Jun 2023 07:38:45.838,61.748
8,3 Jun 2023 09:07:14.677,3 Jun 2023 09:08:31.578,76.901
