"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:29:51.425,1 Aug 2023 10:32:13.699,142.275
2,2 Aug 2023 02:48:36.855,2 Aug 2023 02:50:02.578,85.723
3,2 Aug 2023 04:19:34.069,2 Aug 2023 04:25:30.367,356.298
4,2 Aug 2023 05:54:00.708,2 Aug 2023 05:59:49.558,348.850
5,2 Aug 2023 07:28:40.558,2 Aug 2023 07:34:27.419,346.861
6,2 Aug 2023 09:02:55.565,2 Aug 2023 09:07:56.548,300.983
7,3 Aug 2023 02:54:39.984,3 Aug 2023 02:59:14.881,274.897
8,3 Aug 2023 04:27:46.119,3 Aug 2023 04:33:47.198,361.080
9,3 Aug 2023 06:02:30.452,3 Aug 2023 06:08:13.897,343.445
10,3 Aug 2023 07:36:56.556,3 Aug 2023 07:42:45.357,348.801
11,3 Aug 2023 09:11:26.607,3 Aug 2023 09:15:18.865,232.258
12,4 Aug 2023 03:02:04.439,4 Aug 2023 03:07:45.823,341.383
13,4 Aug 2023 04:36:08.880,4 Aug 2023 04:42:04.744,355.864
14,4 Aug 2023 06:10:56.161,4 Aug 2023 06:16:39.848,343.687
15,4 Aug 2023 07:45:11.827,4 Aug 2023 07:50:48.531,336.704
16,4 Aug 2023 09:20:52.645,4 Aug 2023 09:22:24.835,92.190
17,5 Aug 2023 01:38:49.254,5 Aug 2023 01:40:56.520,127.266
18,5 Aug 2023 03:10:07.243,5 Aug 2023 03:16:05.605,358.362
19,5 Aug 2023 04:44:38.413,5 Aug 2023 04:50:25.835,347.422
20,5 Aug 2023 06:19:15.775,5 Aug 2023 06:25:03.175,347.400
21,5 Aug 2023 07:53:32.100,5 Aug 2023 07:58:18.775,286.675
22,6 Aug 2023 01:44:58.530,6 Aug 2023 01:49:54.170,295.640
23,6 Aug 2023 03:18:21.447,6 Aug 2023 03:24:22.270,360.824
24,6 Aug 2023 04:53:07.726,6 Aug 2023 04:58:50.758,343.032
25,6 Aug 2023 06:27:31.264,6 Aug 2023 06:33:19.406,348.141
26,6 Aug 2023 08:02:07.493,6 Aug 2023 08:05:46.464,218.971
27,7 Aug 2023 01:52:35.322,7 Aug 2023 01:58:22.069,346.747
28,7 Aug 2023 03:26:46.215,7 Aug 2023 03:32:40.349,354.134
29,7 Aug 2023 05:01:32.274,7 Aug 2023 05:07:16.716,344.441
30,7 Aug 2023 06:35:46.994,7 Aug 2023 06:41:18.197,331.203
31,8 Aug 2023 00:29:03.952,8 Aug 2023 00:31:44.472,160.521
32,8 Aug 2023 02:00:41.258,8 Aug 2023 02:06:40.734,359.477
33,8 Aug 2023 03:35:16.124,8 Aug 2023 03:41:02.279,346.155
34,8 Aug 2023 05:09:50.833,8 Aug 2023 05:15:38.712,347.880
35,8 Aug 2023 06:44:09.180,8 Aug 2023 06:48:41.056,271.875

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 03:33:01.167,2 Aug 2023 03:38:13.372,312.205
2,2 Aug 2023 05:06:38.009,2 Aug 2023 05:12:38.058,360.050
3,2 Aug 2023 06:41:25.587,2 Aug 2023 06:47:08.415,342.829
4,2 Aug 2023 08:15:46.598,2 Aug 2023 08:21:33.219,346.621
5,2 Aug 2023 09:50:31.561,2 Aug 2023 09:53:52.020,200.458
6,3 Aug 2023 03:40:47.409,3 Aug 2023 03:46:38.669,351.260
7,3 Aug 2023 05:15:04.598,3 Aug 2023 05:20:56.813,352.215
8,3 Aug 2023 06:49:48.845,3 Aug 2023 06:55:34.151,345.305
9,3 Aug 2023 08:24:03.072,3 Aug 2023 08:29:26.527,323.455
10,4 Aug 2023 02:16:51.388,4 Aug 2023 02:20:10.858,199.469
11,4 Aug 2023 03:48:56.682,4 Aug 2023 03:54:56.465,359.784
12,4 Aug 2023 05:23:34.628,4 Aug 2023 05:29:19.621,344.993
13,4 Aug 2023 06:58:06.383,4 Aug 2023 07:03:54.712,348.330
14,4 Aug 2023 08:32:27.753,4 Aug 2023 08:36:44.863,257.110
15,5 Aug 2023 02:23:26.895,5 Aug 2023 02:28:51.172,324.277
16,5 Aug 2023 03:57:14.332,5 Aug 2023 04:03:13.278,358.946
17,5 Aug 2023 05:32:02.438,5 Aug 2023 05:37:45.282,342.844
18,5 Aug 2023 07:06:21.358,5 Aug 2023 07:12:05.700,344.342
19,5 Aug 2023 08:41:17.508,5 Aug 2023 08:44:14.881,177.372
20,6 Aug 2023 02:31:20.163,6 Aug 2023 02:37:14.292,354.129
21,6 Aug 2023 04:05:42.238,6 Aug 2023 04:11:32.740,350.503
22,6 Aug 2023 05:40:24.476,6 Aug 2023 05:46:10.578,346.101
23,6 Aug 2023 07:14:38.772,6 Aug 2023 07:19:52.844,314.073
24,7 Aug 2023 01:06:50.165,7 Aug 2023 01:10:53.254,243.089
25,7 Aug 2023 02:39:30.764,7 Aug 2023 02:45:31.511,360.747
26,7 Aug 2023 04:14:12.198,7 Aug 2023 04:19:56.330,344.131
27,7 Aug 2023 05:48:41.196,7 Aug 2023 05:54:30.023,348.827
28,7 Aug 2023 07:23:06.166,7 Aug 2023 07:27:12.420,246.253
29,8 Aug 2023 01:13:54.688,8 Aug 2023 01:19:28.384,333.696
30,8 Aug 2023 02:47:51.042,8 Aug 2023 02:53:48.609,357.567
31,8 Aug 2023 04:22:39.054,8 Aug 2023 04:28:22.090,343.036
32,8 Aug 2023 05:56:56.204,8 Aug 2023 06:02:37.344,341.140
33,8 Aug 2023 07:32:09.195,8 Aug 2023 07:34:34.364,145.168

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:13:29.766,1 Aug 2023 10:19:14.227,344.461
2,1 Aug 2023 11:47:37.789,1 Aug 2023 11:53:31.772,353.984
3,1 Aug 2023 13:22:25.464,1 Aug 2023 13:28:07.668,342.203
4,1 Aug 2023 14:56:39.701,1 Aug 2023 15:02:15.408,335.707
5,1 Aug 2023 16:32:28.267,1 Aug 2023 16:33:45.340,77.073
6,2 Aug 2023 08:50:07.847,2 Aug 2023 08:52:32.479,144.632
7,2 Aug 2023 10:21:35.180,2 Aug 2023 10:27:34.100,358.920
8,2 Aug 2023 11:56:08.937,2 Aug 2023 12:01:54.118,345.181
9,2 Aug 2023 13:30:45.530,2 Aug 2023 13:36:32.032,346.502
10,2 Aug 2023 15:05:00.983,2 Aug 2023 15:09:45.336,284.353
11,3 Aug 2023 08:56:21.962,3 Aug 2023 09:01:25.943,303.981
12,3 Aug 2023 10:29:51.444,3 Aug 2023 10:35:51.433,359.989
13,3 Aug 2023 12:04:39.391,3 Aug 2023 12:10:20.436,341.045
14,3 Aug 2023 13:39:01.519,3 Aug 2023 13:44:49.057,347.538
15,3 Aug 2023 15:13:38.058,3 Aug 2023 15:17:14.677,216.619
16,4 Aug 2023 09:04:04.231,4 Aug 2023 09:09:53.354,349.123
17,4 Aug 2023 10:38:18.406,4 Aug 2023 10:44:10.533,352.127
18,4 Aug 2023 12:13:04.599,4 Aug 2023 12:18:47.673,343.074
19,4 Aug 2023 13:47:17.968,4 Aug 2023 13:52:48.060,330.093
20,5 Aug 2023 07:40:26.955,5 Aug 2023 07:43:22.039,175.084
21,5 Aug 2023 09:12:12.741,5 Aug 2023 09:18:12.288,359.547
22,5 Aug 2023 10:46:49.811,5 Aug 2023 10:52:33.746,343.934
23,5 Aug 2023 12:21:23.612,5 Aug 2023 12:27:10.697,347.085
24,5 Aug 2023 13:55:41.210,5 Aug 2023 14:00:10.606,269.396
25,6 Aug 2023 07:46:49.444,6 Aug 2023 07:52:07.083,317.638
26,6 Aug 2023 09:20:30.676,6 Aug 2023 09:26:29.672,358.995
27,6 Aug 2023 10:55:19.537,6 Aug 2023 11:01:00.490,340.953
28,6 Aug 2023 12:29:39.297,6 Aug 2023 12:35:25.432,346.136
29,6 Aug 2023 14:04:24.184,6 Aug 2023 14:07:43.247,199.064
30,7 Aug 2023 07:54:39.537,7 Aug 2023 08:00:32.188,352.652
31,7 Aug 2023 09:28:59.209,7 Aug 2023 09:34:49.453,350.244
32,7 Aug 2023 11:03:43.496,7 Aug 2023 11:09:27.490,343.993
33,7 Aug 2023 12:37:56.471,7 Aug 2023 12:43:19.282,322.811
34,8 Aug 2023 06:30:33.160,8 Aug 2023 06:34:08.794,215.634
35,8 Aug 2023 08:02:50.419,8 Aug 2023 08:08:50.419,360.000
36,8 Aug 2023 09:37:30.618,8 Aug 2023 09:43:13.508,342.889

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 11:00:23.616,1 Aug 2023 11:06:23.724,360.108
2,1 Aug 2023 12:35:04.229,1 Aug 2023 12:40:47.015,342.786
3,1 Aug 2023 14:09:34.848,1 Aug 2023 14:15:22.543,347.695
4,1 Aug 2023 15:43:55.737,1 Aug 2023 15:48:11.302,255.566
5,2 Aug 2023 09:34:51.754,2 Aug 2023 09:40:21.259,329.505
6,2 Aug 2023 11:08:43.825,2 Aug 2023 11:14:41.343,357.518
7,2 Aug 2023 12:43:32.960,2 Aug 2023 12:49:14.046,341.087
8,2 Aug 2023 14:17:50.398,2 Aug 2023 14:23:34.012,343.614
9,2 Aug 2023 15:52:48.202,2 Aug 2023 15:55:40.891,172.689
10,3 Aug 2023 08:12:15.125,3 Aug 2023 08:12:54.533,39.408
11,3 Aug 2023 09:42:48.996,3 Aug 2023 09:48:44.130,355.135
12,3 Aug 2023 11:17:13.578,3 Aug 2023 11:23:01.962,348.385
13,3 Aug 2023 12:51:55.523,3 Aug 2023 12:57:40.521,344.998
14,3 Aug 2023 14:26:08.662,3 Aug 2023 14:31:20.889,312.227
15,4 Aug 2023 08:18:07.926,4 Aug 2023 08:22:27.368,259.442
16,4 Aug 2023 09:51:01.178,4 Aug 2023 09:57:01.833,360.655
17,4 Aug 2023 11:25:44.918,4 Aug 2023 11:31:26.901,341.984
18,4 Aug 2023 13:00:12.698,4 Aug 2023 13:06:00.924,348.225
19,4 Aug 2023 14:34:37.341,4 Aug 2023 14:38:41.770,244.430
20,5 Aug 2023 08:25:23.605,5 Aug 2023 08:31:01.248,337.643
