"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 10:20:11.378,1 Jun 2023 10:22:49.333,157.955
2,1 Jun 2023 11:54:42.350,1 Jun 2023 11:57:40.536,178.186
3,1 Jun 2023 13:28:48.373,1 Jun 2023 13:30:34.056,105.683
4,2 Jun 2023 08:53:32.373,2 Jun 2023 08:56:54.661,202.288
5,2 Jun 2023 10:28:54.398,2 Jun 2023 10:31:10.930,136.533
6,2 Jun 2023 12:02:48.713,2 Jun 2023 12:05:57.172,188.460
7,3 Jun 2023 07:28:12.370,3 Jun 2023 07:30:55.030,162.660
8,3 Jun 2023 09:02:05.978,3 Jun 2023 09:05:07.633,181.655
9,3 Jun 2023 10:37:11.767,3 Jun 2023 10:39:48.255,156.488
10,3 Jun 2023 12:10:58.144,3 Jun 2023 12:13:30.012,151.868
11,4 Jun 2023 07:35:54.043,4 Jun 2023 07:39:18.707,204.664
12,4 Jun 2023 09:10:51.565,4 Jun 2023 09:13:24.941,153.376
13,4 Jun 2023 10:45:14.678,4 Jun 2023 10:48:16.682,182.005
14,4 Jun 2023 12:19:31.650,4 Jun 2023 12:21:02.564,90.914
15,5 Jun 2023 07:44:08.560,5 Jun 2023 07:47:27.375,198.815
16,5 Jun 2023 09:19:30.756,5 Jun 2023 09:21:47.846,137.090
17,5 Jun 2023 10:53:22.844,5 Jun 2023 10:56:29.053,186.209
18,6 Jun 2023 06:18:29.007,6 Jun 2023 06:21:33.234,184.227
19,6 Jun 2023 07:52:47.378,6 Jun 2023 07:55:42.495,175.117
20,6 Jun 2023 09:27:45.764,6 Jun 2023 09:30:26.653,160.888
21,6 Jun 2023 11:01:33.406,6 Jun 2023 11:03:44.275,130.869
22,7 Jun 2023 06:26:27.235,7 Jun 2023 06:29:53.109,205.874
23,7 Jun 2023 08:01:32.564,7 Jun 2023 08:04:00.780,148.216
24,7 Jun 2023 09:35:47.361,7 Jun 2023 09:38:52.256,184.895
25,7 Jun 2023 11:10:20.005,7 Jun 2023 11:11:30.072,70.067
26,8 Jun 2023 05:02:47.462,8 Jun 2023 05:03:22.683,35.221
27,8 Jun 2023 06:34:45.974,8 Jun 2023 06:38:01.903,195.929
28,8 Jun 2023 08:10:06.501,8 Jun 2023 08:12:28.444,141.943
29,8 Jun 2023 09:43:55.458,8 Jun 2023 09:46:59.204,183.747

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 11:07:47.173,1 Jun 2023 11:10:09.457,142.283
2,1 Jun 2023 12:41:35.958,1 Jun 2023 12:44:39.384,183.425
3,2 Jun 2023 08:06:36.252,2 Jun 2023 08:09:51.190,194.938
4,2 Jun 2023 09:41:11.387,2 Jun 2023 09:43:58.127,166.740
5,2 Jun 2023 11:15:58.926,2 Jun 2023 11:18:45.231,166.306
6,2 Jun 2023 12:49:50.543,2 Jun 2023 12:51:57.535,126.992
7,3 Jun 2023 08:14:42.994,3 Jun 2023 08:18:07.586,204.592
8,3 Jun 2023 09:49:56.891,3 Jun 2023 09:52:17.561,140.670
9,3 Jun 2023 11:24:00.910,3 Jun 2023 11:27:08.327,187.416
10,3 Jun 2023 12:58:57.961,3 Jun 2023 12:59:30.498,32.537
11,4 Jun 2023 06:50:39.963,4 Jun 2023 06:51:50.873,70.911
12,4 Jun 2023 08:23:05.251,4 Jun 2023 08:26:17.409,192.158
13,4 Jun 2023 09:58:22.294,4 Jun 2023 10:00:49.318,147.025
14,4 Jun 2023 11:32:09.331,4 Jun 2023 11:35:05.018,175.687
15,5 Jun 2023 06:57:07.222,5 Jun 2023 07:00:27.601,200.380
16,5 Jun 2023 08:31:50.822,5 Jun 2023 08:34:33.286,162.465
17,5 Jun 2023 10:06:30.060,5 Jun 2023 10:09:22.642,172.582
18,5 Jun 2023 11:40:28.026,5 Jun 2023 11:42:27.756,119.730
19,6 Jun 2023 07:05:16.955,6 Jun 2023 07:08:41.064,204.109
20,6 Jun 2023 08:40:36.672,6 Jun 2023 08:42:53.807,137.135
21,6 Jun 2023 10:14:34.328,6 Jun 2023 10:17:43.273,188.945
22,7 Jun 2023 05:41:01.576,7 Jun 2023 05:42:33.457,91.882
23,7 Jun 2023 07:13:44.455,7 Jun 2023 07:16:52.204,187.750
24,7 Jun 2023 08:48:56.927,7 Jun 2023 08:51:28.610,151.683
25,7 Jun 2023 10:22:43.235,7 Jun 2023 10:25:27.476,164.240
26,8 Jun 2023 05:47:39.788,8 Jun 2023 05:51:03.131,203.344
27,8 Jun 2023 07:22:30.391,8 Jun 2023 07:25:08.652,158.261
28,8 Jun 2023 08:57:01.913,8 Jun 2023 08:59:59.773,177.860

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 14:47:20.454,1 Jun 2023 14:50:45.844,205.390
2,1 Jun 2023 16:22:26.365,1 Jun 2023 16:24:51.846,145.482
3,1 Jun 2023 17:56:43.886,1 Jun 2023 17:59:44.676,180.790
4,1 Jun 2023 19:31:00.929,1 Jun 2023 19:32:29.655,88.725
5,2 Jun 2023 13:23:56.318,2 Jun 2023 13:24:00.040,3.721
6,2 Jun 2023 14:55:38.610,2 Jun 2023 14:58:55.442,196.832
7,2 Jun 2023 16:31:03.636,2 Jun 2023 16:33:15.848,132.212
8,2 Jun 2023 18:04:52.141,2 Jun 2023 18:07:57.631,185.490
