"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 04:59:36.248,2 Aug 2023 05:02:47.371,191.122
2,2 Aug 2023 06:30:32.076,2 Aug 2023 06:32:42.772,130.696
3,2 Aug 2023 08:00:05.990,2 Aug 2023 08:03:06.408,180.417
4,3 Aug 2023 04:00:45.739,3 Aug 2023 04:04:00.945,195.207
5,3 Aug 2023 05:31:15.565,3 Aug 2023 05:33:45.116,149.551
6,3 Aug 2023 07:01:22.731,3 Aug 2023 07:04:11.553,168.822
7,3 Aug 2023 08:31:02.269,3 Aug 2023 08:32:55.136,112.866
8,4 Aug 2023 03:02:17.864,4 Aug 2023 03:05:02.290,164.426
9,4 Aug 2023 04:31:56.603,4 Aug 2023 04:34:51.782,175.180
10,4 Aug 2023 06:02:39.944,4 Aug 2023 06:05:05.493,145.549
11,4 Aug 2023 07:32:06.210,4 Aug 2023 07:34:47.022,160.812
12,5 Aug 2023 03:32:48.999,5 Aug 2023 03:36:01.883,192.884
13,5 Aug 2023 05:03:44.393,5 Aug 2023 05:05:55.311,130.917
14,5 Aug 2023 06:33:20.026,5 Aug 2023 06:36:20.226,180.201
15,5 Aug 2023 08:04:02.115,5 Aug 2023 08:04:19.230,17.115
16,6 Aug 2023 02:34:00.071,6 Aug 2023 02:37:14.329,194.258
17,6 Aug 2023 04:04:26.199,6 Aug 2023 04:06:58.141,151.942
18,6 Aug 2023 05:34:37.736,6 Aug 2023 05:37:23.677,165.940
19,6 Aug 2023 07:04:13.994,6 Aug 2023 07:06:11.604,117.610
20,7 Aug 2023 01:35:56.807,7 Aug 2023 01:38:13.393,136.586
21,7 Aug 2023 03:05:06.942,7 Aug 2023 03:08:05.199,178.258
22,7 Aug 2023 04:35:53.522,7 Aug 2023 04:38:16.555,143.033
23,7 Aug 2023 06:05:20.120,7 Aug 2023 06:08:08.800,168.680
24,8 Aug 2023 02:06:02.164,8 Aug 2023 02:09:16.284,194.120
25,8 Aug 2023 03:36:56.549,8 Aug 2023 03:39:07.881,131.331
26,8 Aug 2023 05:06:34.179,8 Aug 2023 05:09:33.587,179.408
27,8 Aug 2023 06:37:01.259,8 Aug 2023 06:37:44.915,43.655

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 04:14:46.517,2 Aug 2023 04:17:57.390,190.872
2,2 Aug 2023 05:45:03.522,2 Aug 2023 05:47:41.379,157.857
3,2 Aug 2023 07:15:27.062,2 Aug 2023 07:18:03.794,156.732
4,2 Aug 2023 08:44:55.064,2 Aug 2023 08:46:59.599,124.535
5,3 Aug 2023 03:17:32.108,3 Aug 2023 03:18:47.379,75.271
6,3 Aug 2023 04:45:44.548,3 Aug 2023 04:48:49.119,184.571
7,3 Aug 2023 06:16:37.184,3 Aug 2023 06:18:53.374,136.191
