"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1 Oct 2023 14:18:32.869,1 Oct 2023 14:26:44.320,491.451
1 Oct 2023 14:18:43.632,1 Oct 2023 14:26:42.791,479.159
1 Oct 2023 14:18:43.837,1 Oct 2023 14:21:51.041,187.204
1 Oct 2023 14:18:45.780,1 Oct 2023 14:26:57.200,491.420
1 Oct 2023 14:18:48.801,1 Oct 2023 14:25:34.307,405.506
1 Oct 2023 14:18:58.441,1 Oct 2023 14:25:55.110,416.669
1 Oct 2023 14:19:00.067,1 Oct 2023 14:26:05.829,425.762
1 Oct 2023 14:19:10.641,1 Oct 2023 14:27:21.016,490.375
1 Oct 2023 14:20:05.795,1 Oct 2023 14:28:10.610,484.815
1 Oct 2023 14:20:37.277,1 Oct 2023 14:25:29.538,292.261
1 Oct 2023 14:21:40.056,1 Oct 2023 14:29:33.198,473.141
1 Oct 2023 14:22:13.426,1 Oct 2023 14:29:36.217,442.790
1 Oct 2023 14:22:24.529,1 Oct 2023 14:30:34.401,489.872
1 Oct 2023 14:22:31.946,1 Oct 2023 14:26:58.640,266.694
1 Oct 2023 14:24:17.481,1 Oct 2023 14:30:23.632,366.151
1 Oct 2023 14:29:00.535,1 Oct 2023 14:36:52.146,471.611
1 Oct 2023 14:30:31.599,1 Oct 2023 14:38:47.670,496.072
1 Oct 2023 14:32:19.547,1 Oct 2023 14:37:48.277,328.730
1 Oct 2023 14:35:11.557,1 Oct 2023 14:43:18.274,486.717
1 Oct 2023 14:36:51.996,1 Oct 2023 14:45:04.705,492.710
1 Oct 2023 14:36:58.418,1 Oct 2023 14:45:16.205,497.787
1 Oct 2023 14:37:48.560,1 Oct 2023 14:45:59.548,490.988
1 Oct 2023 14:38:26.750,1 Oct 2023 14:46:10.664,463.914
1 Oct 2023 14:38:29.875,1 Oct 2023 14:45:57.972,448.097
1 Oct 2023 14:38:39.430,1 Oct 2023 14:46:11.034,451.604
1 Oct 2023 14:38:49.293,1 Oct 2023 14:46:14.655,445.362
1 Oct 2023 14:39:08.427,1 Oct 2023 14:47:20.270,491.843
1 Oct 2023 14:39:19.495,1 Oct 2023 14:44:11.197,291.702
1 Oct 2023 14:39:19.495,1 Oct 2023 14:44:11.197,291.702
1 Oct 2023 14:39:47.644,1 Oct 2023 14:47:56.393,488.749
1 Oct 2023 14:39:54.969,1 Oct 2023 14:46:16.097,381.127
1 Oct 2023 14:40:09.799,1 Oct 2023 14:47:56.711,466.913
1 Oct 2023 14:40:29.471,1 Oct 2023 14:48:15.260,465.789
1 Oct 2023 14:40:40.365,1 Oct 2023 14:48:11.688,451.322
1 Oct 2023 14:40:42.965,1 Oct 2023 14:48:10.185,447.219
1 Oct 2023 14:40:46.063,1 Oct 2023 14:48:09.219,443.156
1 Oct 2023 14:40:48.505,1 Oct 2023 14:48:17.931,449.426
1 Oct 2023 14:40:48.833,1 Oct 2023 14:48:18.745,449.913
1 Oct 2023 14:40:50.272,1 Oct 2023 14:48:21.348,451.076
1 Oct 2023 14:40:50.692,1 Oct 2023 14:48:16.876,446.185
1 Oct 2023 14:40:54.501,1 Oct 2023 14:47:59.943,425.442
1 Oct 2023 14:41:02.860,1 Oct 2023 14:47:51.901,409.041
1 Oct 2023 14:41:08.816,1 Oct 2023 14:47:22.121,373.306
1 Oct 2023 14:42:04.917,1 Oct 2023 14:49:09.971,425.054
1 Oct 2023 14:42:59.158,1 Oct 2023 14:50:56.048,476.890
1 Oct 2023 14:45:43.171,1 Oct 2023 14:51:38.232,355.061
1 Oct 2023 14:46:12.301,1 Oct 2023 14:54:19.099,486.799
1 Oct 2023 14:47:33.298,1 Oct 2023 14:54:01.542,388.244
1 Oct 2023 14:49:14.974,1 Oct 2023 14:57:32.116,497.143
1 Oct 2023 14:51:09.201,1 Oct 2023 14:58:03.907,414.706
1 Oct 2023 14:52:01.917,1 Oct 2023 15:00:02.745,480.827
1 Oct 2023 14:54:42.498,1 Oct 2023 15:02:55.408,492.909
1 Oct 2023 14:55:53.448,1 Oct 2023 14:56:15.811,22.362
1 Oct 2023 14:56:41.865,1 Oct 2023 15:00:54.793,252.927
1 Oct 2023 14:59:15.614,1 Oct 2023 15:07:17.296,481.682
1 Oct 2023 15:00:07.760,1 Oct 2023 15:04:29.505,261.745
1 Oct 2023 15:00:18.751,1 Oct 2023 15:06:28.977,370.226
1 Oct 2023 15:01:36.009,1 Oct 2023 15:09:48.490,492.480
1 Oct 2023 15:01:43.824,1 Oct 2023 15:09:47.595,483.771
1 Oct 2023 15:02:39.532,1 Oct 2023 15:10:36.462,476.930
1 Oct 2023 15:03:23.920,1 Oct 2023 15:10:38.825,434.905
1 Oct 2023 15:03:50.150,1 Oct 2023 15:07:44.307,234.158
1 Oct 2023 15:03:50.150,1 Oct 2023 15:07:44.307,234.158
1 Oct 2023 15:03:53.433,1 Oct 2023 15:08:42.739,289.306
1 Oct 2023 15:04:13.276,1 Oct 2023 15:06:39.523,146.247
1 Oct 2023 15:04:40.889,1 Oct 2023 15:12:51.537,490.649
1 Oct 2023 15:04:43.706,1 Oct 2023 15:12:02.424,438.717
1 Oct 2023 15:04:55.256,1 Oct 2023 15:13:06.067,490.812
1 Oct 2023 15:05:01.079,1 Oct 2023 15:13:11.551,490.472
1 Oct 2023 15:05:07.364,1 Oct 2023 15:13:07.655,480.291
1 Oct 2023 15:05:09.259,1 Oct 2023 15:12:09.855,420.596
1 Oct 2023 15:05:09.843,1 Oct 2023 15:12:12.491,422.648
1 Oct 2023 15:05:10.200,1 Oct 2023 15:12:13.385,423.185
1 Oct 2023 15:05:10.226,1 Oct 2023 15:12:20.219,429.993
1 Oct 2023 15:05:14.300,1 Oct 2023 15:12:16.088,421.788
1 Oct 2023 15:05:15.293,1 Oct 2023 15:12:23.284,427.992
1 Oct 2023 15:05:33.170,1 Oct 2023 15:12:38.265,425.095
1 Oct 2023 15:05:36.470,1 Oct 2023 15:12:54.378,437.908
1 Oct 2023 15:05:47.461,1 Oct 2023 15:12:49.693,422.233
1 Oct 2023 15:06:05.329,1 Oct 2023 15:13:21.503,436.175
1 Oct 2023 15:06:08.181,1 Oct 2023 15:13:18.738,430.557
1 Oct 2023 15:07:46.459,1 Oct 2023 15:13:45.302,358.843
1 Oct 2023 15:07:54.835,1 Oct 2023 15:15:19.685,444.850
1 Oct 2023 15:08:13.131,1 Oct 2023 15:16:19.845,486.714
1 Oct 2023 15:08:13.488,1 Oct 2023 15:12:54.766,281.278
1 Oct 2023 15:08:59.982,1 Oct 2023 15:15:57.201,417.220
1 Oct 2023 15:09:32.226,1 Oct 2023 15:16:24.380,412.154
1 Oct 2023 15:10:34.027,1 Oct 2023 15:16:49.258,375.232
1 Oct 2023 15:10:43.229,1 Oct 2023 15:17:57.400,434.172
1 Oct 2023 15:16:30.280,1 Oct 2023 15:23:06.072,395.793
1 Oct 2023 15:17:09.164,1 Oct 2023 15:25:30.406,501.242
1 Oct 2023 15:19:05.015,1 Oct 2023 15:23:07.665,242.650
1 Oct 2023 15:19:11.366,1 Oct 2023 15:24:31.287,319.921
1 Oct 2023 15:21:01.562,1 Oct 2023 15:23:28.615,147.053
1 Oct 2023 15:22:36.741,1 Oct 2023 15:28:41.027,364.287
1 Oct 2023 15:23:27.141,1 Oct 2023 15:31:36.119,488.979
1 Oct 2023 15:23:48.995,1 Oct 2023 15:31:44.466,475.471
1 Oct 2023 15:24:36.908,1 Oct 2023 15:32:46.765,489.856
1 Oct 2023 15:24:56.836,1 Oct 2023 15:31:46.348,409.513
1 Oct 2023 15:25:33.036,1 Oct 2023 15:33:41.931,488.895
1 Oct 2023 15:25:46.315,1 Oct 2023 15:33:44.077,477.762
1 Oct 2023 15:26:32.554,1 Oct 2023 15:34:44.930,492.376
1 Oct 2023 15:26:35.401,1 Oct 2023 15:34:15.972,460.571
1 Oct 2023 15:26:50.686,1 Oct 2023 15:31:08.029,257.343
1 Oct 2023 15:27:29.187,1 Oct 2023 15:30:45.290,196.102
1 Oct 2023 15:27:54.037,1 Oct 2023 15:30:35.433,161.395
1 Oct 2023 15:28:08.910,1 Oct 2023 15:36:21.562,492.652
1 Oct 2023 15:28:31.618,1 Oct 2023 15:32:50.942,259.323
1 Oct 2023 15:28:40.685,1 Oct 2023 15:33:32.479,291.794
1 Oct 2023 15:29:22.515,1 Oct 2023 15:37:34.287,491.772
1 Oct 2023 15:29:25.100,1 Oct 2023 15:33:19.364,234.264
1 Oct 2023 15:29:26.010,1 Oct 2023 15:33:14.533,228.523
1 Oct 2023 15:29:26.174,1 Oct 2023 15:33:00.039,213.865
1 Oct 2023 15:29:26.643,1 Oct 2023 15:33:12.823,226.180
1 Oct 2023 15:29:34.819,1 Oct 2023 15:33:06.499,211.681
1 Oct 2023 15:29:37.195,1 Oct 2023 15:32:52.049,194.853
1 Oct 2023 15:30:38.187,1 Oct 2023 15:31:53.383,75.196
1 Oct 2023 15:33:00.450,1 Oct 2023 15:40:27.274,446.824
1 Oct 2023 15:33:09.115,1 Oct 2023 15:41:00.480,471.365
1 Oct 2023 15:33:48.046,1 Oct 2023 15:40:01.303,373.257
1 Oct 2023 15:34:30.652,1 Oct 2023 15:34:59.520,28.868
1 Oct 2023 15:35:51.741,1 Oct 2023 15:44:13.073,501.331
1 Oct 2023 15:38:30.787,1 Oct 2023 15:41:36.013,185.226
1 Oct 2023 15:38:41.503,1 Oct 2023 15:44:35.814,354.310
1 Oct 2023 15:38:48.634,1 Oct 2023 15:45:56.401,427.767
1 Oct 2023 15:41:17.965,1 Oct 2023 15:49:27.100,489.135
1 Oct 2023 15:43:45.220,1 Oct 2023 15:48:17.685,272.465
1 Oct 2023 15:46:56.360,1 Oct 2023 15:53:02.328,365.968
1 Oct 2023 15:48:02.904,1 Oct 2023 15:56:21.653,498.749
1 Oct 2023 15:48:22.372,1 Oct 2023 15:56:08.389,466.017
1 Oct 2023 15:49:38.455,1 Oct 2023 15:55:05.419,326.963
1 Oct 2023 15:49:41.748,1 Oct 2023 15:57:52.058,490.310
1 Oct 2023 15:50:25.259,1 Oct 2023 15:55:35.705,310.445
1 Oct 2023 15:51:32.722,1 Oct 2023 15:59:42.362,489.640
1 Oct 2023 15:51:35.778,1 Oct 2023 15:59:25.669,469.891
1 Oct 2023 15:51:44.016,1 Oct 2023 15:58:43.536,419.520
1 Oct 2023 15:52:04.233,1 Oct 2023 16:00:16.983,492.750
1 Oct 2023 15:52:04.589,1 Oct 2023 15:58:51.374,406.785
1 Oct 2023 15:52:15.696,1 Oct 2023 15:58:51.116,395.420
1 Oct 2023 15:53:00.465,1 Oct 2023 16:00:46.805,466.339
1 Oct 2023 15:54:07.650,1 Oct 2023 16:02:21.367,493.717
1 Oct 2023 15:54:11.616,1 Oct 2023 16:01:12.929,421.313
1 Oct 2023 15:54:35.573,1 Oct 2023 16:02:56.166,500.593
1 Oct 2023 15:56:00.932,1 Oct 2023 16:04:03.165,482.233
1 Oct 2023 15:56:31.933,1 Oct 2023 16:02:28.658,356.726
1 Oct 2023 15:57:06.557,1 Oct 2023 16:05:11.761,485.204
1 Oct 2023 16:03:45.510,1 Oct 2023 16:12:01.132,495.622
1 Oct 2023 16:04:18.564,1 Oct 2023 16:12:20.034,481.470
1 Oct 2023 16:04:29.144,1 Oct 2023 16:09:15.530,286.385
1 Oct 2023 16:04:54.926,1 Oct 2023 16:12:28.506,453.580
1 Oct 2023 16:05:44.860,1 Oct 2023 16:10:07.446,262.586
1 Oct 2023 16:10:29.967,1 Oct 2023 16:17:16.473,406.507
1 Oct 2023 16:11:09.683,1 Oct 2023 16:18:06.719,417.036
1 Oct 2023 16:11:11.212,1 Oct 2023 16:15:15.349,244.137
1 Oct 2023 16:12:01.081,1 Oct 2023 16:18:39.988,398.907
1 Oct 2023 16:12:34.963,1 Oct 2023 16:19:39.163,424.200
1 Oct 2023 16:13:12.101,1 Oct 2023 16:18:57.335,345.234
1 Oct 2023 16:13:38.918,1 Oct 2023 16:20:26.362,407.444
1 Oct 2023 16:14:47.302,1 Oct 2023 16:19:38.567,291.264
1 Oct 2023 16:15:04.027,1 Oct 2023 16:22:19.874,435.847
1 Oct 2023 16:16:12.779,1 Oct 2023 16:21:35.087,322.307
1 Oct 2023 16:16:35.917,1 Oct 2023 16:23:48.633,432.716
1 Oct 2023 16:19:14.414,1 Oct 2023 16:27:22.023,487.609
1 Oct 2023 16:19:22.460,1 Oct 2023 16:27:41.096,498.637
1 Oct 2023 16:21:59.940,1 Oct 2023 16:27:36.161,336.222
1 Oct 2023 16:22:24.091,1 Oct 2023 16:23:53.059,88.969
1 Oct 2023 16:22:29.538,1 Oct 2023 16:30:37.704,488.165
1 Oct 2023 16:23:31.220,1 Oct 2023 16:28:37.242,306.022
1 Oct 2023 16:24:29.459,1 Oct 2023 16:31:06.040,396.582
1 Oct 2023 16:26:03.813,1 Oct 2023 16:31:29.049,325.236
1 Oct 2023 16:26:07.362,1 Oct 2023 16:30:59.606,292.244
1 Oct 2023 16:28:20.645,1 Oct 2023 16:35:08.302,407.656
1 Oct 2023 16:29:53.443,1 Oct 2023 16:36:19.258,385.814
1 Oct 2023 16:30:15.322,1 Oct 2023 16:36:05.012,349.691
1 Oct 2023 16:34:01.766,1 Oct 2023 16:37:39.568,217.802
1 Oct 2023 16:34:34.478,1 Oct 2023 16:42:53.359,498.881
1 Oct 2023 16:35:30.051,1 Oct 2023 16:37:58.188,148.137
1 Oct 2023 16:35:42.249,1 Oct 2023 16:41:11.742,329.494
1 Oct 2023 16:36:16.832,1 Oct 2023 16:44:22.226,485.394
1 Oct 2023 16:36:33.068,1 Oct 2023 16:40:42.454,249.386
1 Oct 2023 16:37:58.307,1 Oct 2023 16:46:19.643,501.336
1 Oct 2023 16:38:09.597,1 Oct 2023 16:45:30.938,441.341
1 Oct 2023 16:39:15.901,1 Oct 2023 16:46:21.778,425.877
1 Oct 2023 16:39:17.454,1 Oct 2023 16:47:29.085,491.631
1 Oct 2023 16:39:51.927,1 Oct 2023 16:46:07.935,376.008
1 Oct 2023 16:39:59.766,1 Oct 2023 16:48:13.578,493.812
1 Oct 2023 16:40:32.692,1 Oct 2023 16:46:59.561,386.868
1 Oct 2023 16:41:07.031,1 Oct 2023 16:48:13.617,426.586
1 Oct 2023 16:41:09.564,1 Oct 2023 16:49:32.010,502.446
1 Oct 2023 16:42:26.897,1 Oct 2023 16:50:41.105,494.209
1 Oct 2023 16:43:38.265,1 Oct 2023 16:51:53.520,495.255
1 Oct 2023 16:43:54.661,1 Oct 2023 16:49:20.972,326.312
1 Oct 2023 16:49:27.735,1 Oct 2023 16:55:48.264,380.529
1 Oct 2023 16:50:28.461,1 Oct 2023 16:58:07.900,459.439
1 Oct 2023 16:51:01.795,1 Oct 2023 16:58:37.308,455.512
1 Oct 2023 16:51:08.852,1 Oct 2023 16:59:12.039,483.187
1 Oct 2023 16:51:34.394,1 Oct 2023 16:58:20.935,406.541
1 Oct 2023 16:52:38.501,1 Oct 2023 16:55:33.194,174.693
1 Oct 2023 16:54:04.872,1 Oct 2023 16:56:10.090,125.218
1 Oct 2023 16:54:04.872,1 Oct 2023 16:56:10.090,125.218
1 Oct 2023 16:56:07.076,1 Oct 2023 17:02:32.582,385.506
1 Oct 2023 16:58:26.371,1 Oct 2023 17:04:50.874,384.503
1 Oct 2023 16:58:46.223,1 Oct 2023 17:04:34.013,347.790
1 Oct 2023 17:01:18.182,1 Oct 2023 17:09:18.704,480.522
1 Oct 2023 17:04:35.938,1 Oct 2023 17:09:44.500,308.562
1 Oct 2023 17:05:56.703,1 Oct 2023 17:13:47.620,470.917
1 Oct 2023 17:05:56.764,1 Oct 2023 17:14:17.314,500.550
1 Oct 2023 17:06:25.410,1 Oct 2023 17:11:46.834,321.424
1 Oct 2023 17:07:13.660,1 Oct 2023 17:15:17.642,483.982
1 Oct 2023 17:09:12.045,1 Oct 2023 17:15:06.428,354.383
1 Oct 2023 17:09:18.627,1 Oct 2023 17:16:32.446,433.819
1 Oct 2023 17:10:08.297,1 Oct 2023 17:18:19.167,490.870
1 Oct 2023 17:12:59.708,1 Oct 2023 17:18:49.255,349.548
1 Oct 2023 17:14:26.629,1 Oct 2023 17:21:11.908,405.279
1 Oct 2023 17:14:26.629,1 Oct 2023 17:21:11.908,405.279
1 Oct 2023 17:15:30.635,1 Oct 2023 17:23:40.091,489.456
1 Oct 2023 17:16:33.719,1 Oct 2023 17:23:45.582,431.863
1 Oct 2023 17:16:33.758,1 Oct 2023 17:19:39.843,186.085
1 Oct 2023 17:17:55.273,1 Oct 2023 17:22:39.271,283.999
1 Oct 2023 17:18:42.067,1 Oct 2023 17:26:19.659,457.592
1 Oct 2023 17:18:46.768,1 Oct 2023 17:22:18.228,211.460
1 Oct 2023 17:19:22.017,1 Oct 2023 17:21:46.650,144.633
1 Oct 2023 17:19:38.867,1 Oct 2023 17:27:07.390,448.523
1 Oct 2023 17:21:07.577,1 Oct 2023 17:29:20.653,493.076
1 Oct 2023 17:22:02.031,1 Oct 2023 17:27:00.328,298.297
1 Oct 2023 17:23:29.191,1 Oct 2023 17:29:51.761,382.570
1 Oct 2023 17:24:39.853,1 Oct 2023 17:32:56.222,496.369
1 Oct 2023 17:24:55.218,1 Oct 2023 17:31:12.673,377.455
1 Oct 2023 17:25:35.622,1 Oct 2023 17:33:42.202,486.580
1 Oct 2023 17:26:04.850,1 Oct 2023 17:34:08.676,483.826
1 Oct 2023 17:26:34.194,1 Oct 2023 17:33:37.291,423.096
1 Oct 2023 17:26:44.922,1 Oct 2023 17:34:41.284,476.362
1 Oct 2023 17:27:47.148,1 Oct 2023 17:36:09.423,502.274
1 Oct 2023 17:28:14.211,1 Oct 2023 17:31:09.733,175.522
1 Oct 2023 17:29:32.634,1 Oct 2023 17:37:04.131,451.497
1 Oct 2023 17:30:32.931,1 Oct 2023 17:37:48.633,435.702
1 Oct 2023 17:30:51.348,1 Oct 2023 17:36:40.241,348.893
1 Oct 2023 17:31:50.033,1 Oct 2023 17:38:55.424,425.391
1 Oct 2023 17:34:59.326,1 Oct 2023 17:41:25.903,386.577
1 Oct 2023 17:35:12.297,1 Oct 2023 17:43:20.072,487.775
1 Oct 2023 17:37:18.468,1 Oct 2023 17:41:26.807,248.338
1 Oct 2023 17:37:35.324,1 Oct 2023 17:43:31.152,355.827
1 Oct 2023 17:37:43.682,1 Oct 2023 17:45:46.439,482.757
1 Oct 2023 17:37:45.227,1 Oct 2023 17:45:10.851,445.624
1 Oct 2023 17:37:45.227,1 Oct 2023 17:45:10.851,445.624
1 Oct 2023 17:38:54.451,1 Oct 2023 17:44:38.691,344.240
1 Oct 2023 17:39:21.464,1 Oct 2023 17:45:11.536,350.072
1 Oct 2023 17:39:51.639,1 Oct 2023 17:43:03.708,192.069
1 Oct 2023 17:40:05.528,1 Oct 2023 17:42:41.253,155.724
1 Oct 2023 17:41:51.087,1 Oct 2023 17:49:16.645,445.557
1 Oct 2023 17:42:21.105,1 Oct 2023 17:46:34.203,253.099
1 Oct 2023 17:42:25.624,1 Oct 2023 17:45:48.952,203.327
1 Oct 2023 17:42:25.984,1 Oct 2023 17:46:31.870,245.886
1 Oct 2023 17:42:27.581,1 Oct 2023 17:46:31.356,243.775
1 Oct 2023 17:42:30.504,1 Oct 2023 17:46:35.853,245.349
1 Oct 2023 17:42:42.800,1 Oct 2023 17:46:20.606,217.806
1 Oct 2023 17:42:45.430,1 Oct 2023 17:46:27.027,221.597
1 Oct 2023 17:43:04.583,1 Oct 2023 17:46:42.460,217.876
1 Oct 2023 17:43:18.518,1 Oct 2023 17:46:55.769,217.250
1 Oct 2023 17:43:57.110,1 Oct 2023 17:52:00.366,483.257
1 Oct 2023 17:44:12.910,1 Oct 2023 17:46:49.683,156.773
1 Oct 2023 17:44:19.640,1 Oct 2023 17:49:16.502,296.862
1 Oct 2023 17:46:16.639,1 Oct 2023 17:51:21.045,304.407
1 Oct 2023 17:47:55.581,1 Oct 2023 17:55:44.811,469.231
1 Oct 2023 17:48:19.429,1 Oct 2023 17:49:29.855,70.426
1 Oct 2023 17:48:22.031,1 Oct 2023 17:49:43.948,81.916
1 Oct 2023 17:51:29.846,1 Oct 2023 17:59:19.364,469.518
1 Oct 2023 17:52:40.735,1 Oct 2023 18:00:55.834,495.100
1 Oct 2023 17:53:48.612,1 Oct 2023 17:59:30.998,342.386
1 Oct 2023 17:53:57.956,1 Oct 2023 17:54:44.928,46.972
1 Oct 2023 17:54:01.099,1 Oct 2023 18:01:31.235,450.136
1 Oct 2023 17:55:12.134,1 Oct 2023 18:01:20.751,368.617
1 Oct 2023 17:56:46.795,1 Oct 2023 18:01:27.964,281.170
1 Oct 2023 17:57:10.765,1 Oct 2023 18:04:24.579,433.814
1 Oct 2023 17:58:30.181,1 Oct 2023 18:04:42.333,372.152
1 Oct 2023 17:59:33.079,1 Oct 2023 18:06:21.597,408.518
1 Oct 2023 18:00:23.212,1 Oct 2023 18:08:33.757,490.545
1 Oct 2023 18:00:23.212,1 Oct 2023 18:08:33.757,490.545
1 Oct 2023 18:00:50.049,1 Oct 2023 18:06:54.767,364.718
1 Oct 2023 18:01:35.164,1 Oct 2023 18:08:24.057,408.893
1 Oct 2023 18:01:36.579,1 Oct 2023 18:08:35.033,418.454
1 Oct 2023 18:01:41.617,1 Oct 2023 18:08:06.855,385.238
1 Oct 2023 18:02:16.015,1 Oct 2023 18:08:12.296,356.281
1 Oct 2023 18:02:33.507,1 Oct 2023 18:05:55.893,202.386
1 Oct 2023 18:02:36.000,1 Oct 2023 18:09:37.611,421.611
1 Oct 2023 18:02:45.225,1 Oct 2023 18:10:39.587,474.362
1 Oct 2023 18:02:53.893,1 Oct 2023 18:11:00.544,486.652
1 Oct 2023 18:03:05.970,1 Oct 2023 18:10:46.906,460.936
1 Oct 2023 18:03:12.316,1 Oct 2023 18:10:43.060,450.745
1 Oct 2023 18:03:22.222,1 Oct 2023 18:10:37.567,435.344
1 Oct 2023 18:03:23.963,1 Oct 2023 18:10:34.664,430.701
1 Oct 2023 18:03:29.832,1 Oct 2023 18:10:42.739,432.907
1 Oct 2023 18:03:31.600,1 Oct 2023 18:10:40.639,429.040
1 Oct 2023 18:03:32.478,1 Oct 2023 18:10:41.007,428.530
1 Oct 2023 18:03:35.187,1 Oct 2023 18:10:42.576,427.389
1 Oct 2023 18:03:36.819,1 Oct 2023 18:10:18.531,401.712
1 Oct 2023 18:04:31.063,1 Oct 2023 18:07:12.868,161.805
1 Oct 2023 18:05:00.786,1 Oct 2023 18:13:02.696,481.910
1 Oct 2023 18:05:51.651,1 Oct 2023 18:13:56.143,484.492
1 Oct 2023 18:07:42.950,1 Oct 2023 18:15:37.101,474.151
1 Oct 2023 18:08:46.640,1 Oct 2023 18:12:18.288,211.648
1 Oct 2023 18:11:26.807,1 Oct 2023 18:19:37.194,490.386
1 Oct 2023 18:12:18.229,1 Oct 2023 18:16:01.937,223.707
1 Oct 2023 18:12:19.799,1 Oct 2023 18:19:55.162,455.363
1 Oct 2023 18:12:31.156,1 Oct 2023 18:20:46.648,495.491
1 Oct 2023 18:14:15.623,1 Oct 2023 18:20:50.409,394.786
1 Oct 2023 18:14:23.868,1 Oct 2023 18:22:46.153,502.285
1 Oct 2023 18:15:01.012,1 Oct 2023 18:19:05.604,244.592
1 Oct 2023 18:17:06.901,1 Oct 2023 18:23:22.960,376.059
1 Oct 2023 18:17:25.224,1 Oct 2023 18:24:12.260,407.037
1 Oct 2023 18:17:47.510,1 Oct 2023 18:25:56.123,488.613
1 Oct 2023 18:18:42.923,1 Oct 2023 18:22:06.766,203.843
1 Oct 2023 18:20:34.221,1 Oct 2023 18:28:44.162,489.941
1 Oct 2023 18:22:00.467,1 Oct 2023 18:29:29.274,448.807
1 Oct 2023 18:22:08.011,1 Oct 2023 18:29:53.267,465.255
1 Oct 2023 18:22:46.323,1 Oct 2023 18:29:00.910,374.587
1 Oct 2023 18:23:50.141,1 Oct 2023 18:32:01.193,491.051
1 Oct 2023 18:23:50.141,1 Oct 2023 18:32:01.193,491.051
1 Oct 2023 18:24:14.371,1 Oct 2023 18:32:23.614,489.243
1 Oct 2023 18:24:48.402,1 Oct 2023 18:32:10.481,442.079
1 Oct 2023 18:25:41.169,1 Oct 2023 18:32:23.100,401.931
1 Oct 2023 18:26:30.084,1 Oct 2023 18:30:46.865,256.780
1 Oct 2023 18:27:13.214,1 Oct 2023 18:34:36.475,443.260
1 Oct 2023 18:27:25.255,1 Oct 2023 18:35:01.221,455.966
1 Oct 2023 18:27:27.472,1 Oct 2023 18:35:01.832,454.359
1 Oct 2023 18:27:28.273,1 Oct 2023 18:35:02.178,453.905
1 Oct 2023 18:27:30.022,1 Oct 2023 18:28:11.315,41.293
1 Oct 2023 18:27:31.497,1 Oct 2023 18:35:06.012,454.515
1 Oct 2023 18:27:33.866,1 Oct 2023 18:35:02.107,448.241
1 Oct 2023 18:27:37.559,1 Oct 2023 18:35:06.950,449.391
1 Oct 2023 18:27:54.060,1 Oct 2023 18:35:23.852,449.792
1 Oct 2023 18:27:57.569,1 Oct 2023 18:35:49.793,472.224
1 Oct 2023 18:28:06.783,1 Oct 2023 18:35:37.353,450.570
1 Oct 2023 18:28:35.754,1 Oct 2023 18:35:56.794,441.039
1 Oct 2023 18:29:15.502,1 Oct 2023 18:37:12.422,476.920
1 Oct 2023 18:29:30.253,1 Oct 2023 18:33:24.715,234.462
1 Oct 2023 18:29:38.503,1 Oct 2023 18:33:03.007,204.504
1 Oct 2023 18:29:42.162,1 Oct 2023 18:32:27.151,164.989
1 Oct 2023 18:30:22.601,1 Oct 2023 18:38:38.193,495.592
1 Oct 2023 18:31:51.103,1 Oct 2023 18:39:13.444,442.340
1 Oct 2023 18:32:02.122,1 Oct 2023 18:38:15.073,372.951
1 Oct 2023 18:33:19.136,1 Oct 2023 18:38:38.961,319.825
1 Oct 2023 18:36:02.632,1 Oct 2023 18:41:04.909,302.277
1 Oct 2023 18:37:46.228,1 Oct 2023 18:46:02.325,496.096
1 Oct 2023 18:39:25.573,1 Oct 2023 18:47:39.010,493.437
1 Oct 2023 18:41:25.801,1 Oct 2023 18:47:21.601,355.800
1 Oct 2023 18:43:04.352,1 Oct 2023 18:45:45.989,161.637
1 Oct 2023 18:44:17.441,1 Oct 2023 18:52:20.609,483.167
1 Oct 2023 18:45:57.374,1 Oct 2023 18:53:44.315,466.941
1 Oct 2023 18:46:12.144,1 Oct 2023 18:54:10.786,478.642
1 Oct 2023 18:46:30.961,1 Oct 2023 18:48:38.051,127.090
1 Oct 2023 18:47:11.458,1 Oct 2023 18:54:43.306,451.847
1 Oct 2023 18:47:12.130,1 Oct 2023 18:54:40.969,448.839
1 Oct 2023 18:47:12.130,1 Oct 2023 18:54:40.969,448.839
1 Oct 2023 18:47:16.323,1 Oct 2023 18:55:26.154,489.831
1 Oct 2023 18:47:21.717,1 Oct 2023 18:55:32.577,490.859
1 Oct 2023 18:47:28.230,1 Oct 2023 18:55:38.901,490.671
1 Oct 2023 18:48:19.414,1 Oct 2023 18:55:56.682,457.268
1 Oct 2023 18:48:58.445,1 Oct 2023 18:53:47.516,289.071
1 Oct 2023 18:49:16.586,1 Oct 2023 18:57:09.382,472.796
1 Oct 2023 18:49:18.004,1 Oct 2023 18:57:29.500,491.496
1 Oct 2023 18:49:21.033,1 Oct 2023 18:57:32.452,491.419
1 Oct 2023 18:49:22.115,1 Oct 2023 18:57:33.040,490.925
1 Oct 2023 18:49:22.500,1 Oct 2023 18:57:30.150,487.649
1 Oct 2023 18:49:24.069,1 Oct 2023 18:57:27.575,483.507
1 Oct 2023 18:49:25.960,1 Oct 2023 18:57:38.444,492.484
1 Oct 2023 18:49:26.144,1 Oct 2023 18:56:31.884,425.741
