"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1 Oct 2023 18:49:27.579,1 Oct 2023 18:57:39.250,491.672
1 Oct 2023 18:49:28.128,1 Oct 2023 18:57:39.458,491.330
1 Oct 2023 18:49:28.147,1 Oct 2023 18:57:39.866,491.719
1 Oct 2023 18:49:30.154,1 Oct 2023 18:57:41.981,491.828
1 Oct 2023 18:49:36.374,1 Oct 2023 18:56:09.540,393.166
1 Oct 2023 18:52:03.642,1 Oct 2023 18:56:46.493,282.851
1 Oct 2023 18:52:46.866,1 Oct 2023 18:58:10.526,323.660
1 Oct 2023 18:52:49.980,1 Oct 2023 18:59:25.190,395.210
1 Oct 2023 18:53:32.079,1 Oct 2023 18:59:12.017,339.938
1 Oct 2023 18:54:26.184,1 Oct 2023 19:01:32.533,426.349
1 Oct 2023 18:55:42.833,1 Oct 2023 19:02:45.861,423.028
1 Oct 2023 18:58:09.183,1 Oct 2023 19:02:03.375,234.192
1 Oct 2023 18:58:11.466,1 Oct 2023 19:06:23.121,491.655
1 Oct 2023 18:59:33.114,1 Oct 2023 19:07:12.926,459.812
1 Oct 2023 19:00:59.421,1 Oct 2023 19:09:16.047,496.626
1 Oct 2023 19:01:00.128,1 Oct 2023 19:04:00.146,180.018
1 Oct 2023 19:02:30.009,1 Oct 2023 19:06:43.192,253.183
1 Oct 2023 19:03:49.610,1 Oct 2023 19:11:35.288,465.678
1 Oct 2023 19:04:53.590,1 Oct 2023 19:09:49.488,295.899
1 Oct 2023 19:05:14.340,1 Oct 2023 19:11:32.337,377.997
1 Oct 2023 19:07:35.711,1 Oct 2023 19:14:48.594,432.883
1 Oct 2023 19:08:13.253,1 Oct 2023 19:16:21.658,488.405
1 Oct 2023 19:08:32.937,1 Oct 2023 19:16:29.052,476.115
1 Oct 2023 19:10:49.825,1 Oct 2023 19:18:50.819,480.993
1 Oct 2023 19:11:06.160,1 Oct 2023 19:13:11.341,125.181
1 Oct 2023 19:11:09.911,1 Oct 2023 19:17:58.820,408.908
1 Oct 2023 19:11:09.911,1 Oct 2023 19:17:58.820,408.908
1 Oct 2023 19:11:15.479,1 Oct 2023 19:18:10.019,414.540
1 Oct 2023 19:11:23.968,1 Oct 2023 19:17:58.353,394.385
1 Oct 2023 19:11:36.802,1 Oct 2023 19:19:46.700,489.898
1 Oct 2023 19:12:39.861,1 Oct 2023 19:18:50.817,370.956
1 Oct 2023 19:13:23.608,1 Oct 2023 19:21:34.395,490.787
1 Oct 2023 19:13:42.257,1 Oct 2023 19:21:49.821,487.564
1 Oct 2023 19:13:43.571,1 Oct 2023 19:21:51.568,487.998
1 Oct 2023 19:13:44.118,1 Oct 2023 19:21:52.226,488.108
1 Oct 2023 19:13:46.656,1 Oct 2023 19:21:56.046,489.391
1 Oct 2023 19:13:47.686,1 Oct 2023 19:21:55.506,487.820
1 Oct 2023 19:13:48.189,1 Oct 2023 19:17:41.127,232.938
1 Oct 2023 19:13:50.941,1 Oct 2023 19:21:59.973,489.031
1 Oct 2023 19:14:04.709,1 Oct 2023 19:21:30.327,445.618
1 Oct 2023 19:14:07.614,1 Oct 2023 19:22:16.095,488.480
1 Oct 2023 19:14:15.800,1 Oct 2023 19:21:49.104,453.304
1 Oct 2023 19:14:16.228,1 Oct 2023 19:22:17.870,481.642
1 Oct 2023 19:14:18.748,1 Oct 2023 19:21:58.114,459.366
1 Oct 2023 19:14:20.744,1 Oct 2023 19:22:28.664,487.920
1 Oct 2023 19:14:44.492,1 Oct 2023 19:22:53.835,489.343
1 Oct 2023 19:15:34.795,1 Oct 2023 19:21:24.210,349.415
1 Oct 2023 19:15:50.461,1 Oct 2023 19:23:39.232,468.771
1 Oct 2023 19:16:49.088,1 Oct 2023 19:21:02.386,253.298
1 Oct 2023 19:17:24.111,1 Oct 2023 19:25:04.067,459.956
1 Oct 2023 19:17:34.224,1 Oct 2023 19:25:13.524,459.300
1 Oct 2023 19:17:36.770,1 Oct 2023 19:23:15.660,338.890
1 Oct 2023 19:17:59.674,1 Oct 2023 19:26:05.411,485.737
1 Oct 2023 19:19:54.393,1 Oct 2023 19:26:15.614,381.221
1 Oct 2023 19:22:25.783,1 Oct 2023 19:23:35.625,69.842
1 Oct 2023 19:24:48.302,1 Oct 2023 19:32:24.707,456.405
1 Oct 2023 19:26:06.356,1 Oct 2023 19:34:24.305,497.950
1 Oct 2023 19:27:54.065,1 Oct 2023 19:33:03.681,309.616
1 Oct 2023 19:30:53.556,1 Oct 2023 19:38:45.235,471.679
1 Oct 2023 19:32:24.123,1 Oct 2023 19:40:41.470,497.347
1 Oct 2023 19:32:33.945,1 Oct 2023 19:40:50.111,496.166
1 Oct 2023 19:33:26.369,1 Oct 2023 19:41:32.100,485.731
1 Oct 2023 19:33:49.261,1 Oct 2023 19:41:42.844,473.583
1 Oct 2023 19:34:17.560,1 Oct 2023 19:41:31.269,433.709
1 Oct 2023 19:34:33.680,1 Oct 2023 19:41:28.907,415.227
1 Oct 2023 19:34:40.065,1 Oct 2023 19:42:56.214,496.150
1 Oct 2023 19:34:45.165,1 Oct 2023 19:41:31.298,406.133
1 Oct 2023 19:35:07.296,1 Oct 2023 19:42:17.341,430.044
1 Oct 2023 19:35:19.159,1 Oct 2023 19:43:32.079,492.920
1 Oct 2023 19:35:36.621,1 Oct 2023 19:43:40.195,483.574
1 Oct 2023 19:36:01.706,1 Oct 2023 19:38:33.185,151.478
1 Oct 2023 19:36:01.706,1 Oct 2023 19:38:33.185,151.478
1 Oct 2023 19:36:19.428,1 Oct 2023 19:43:38.237,438.809
1 Oct 2023 19:36:26.009,1 Oct 2023 19:43:24.546,418.537
1 Oct 2023 19:36:37.740,1 Oct 2023 19:43:29.586,411.847
1 Oct 2023 19:36:41.814,1 Oct 2023 19:43:27.882,406.068
1 Oct 2023 19:36:42.691,1 Oct 2023 19:43:37.893,415.202
1 Oct 2023 19:36:42.896,1 Oct 2023 19:43:38.812,415.915
1 Oct 2023 19:36:44.041,1 Oct 2023 19:43:41.679,417.638
1 Oct 2023 19:36:45.668,1 Oct 2023 19:43:36.244,410.577
1 Oct 2023 19:36:54.411,1 Oct 2023 19:43:15.306,380.895
1 Oct 2023 19:37:06.558,1 Oct 2023 19:43:04.151,357.594
1 Oct 2023 19:37:21.398,1 Oct 2023 19:42:26.469,305.070
1 Oct 2023 19:37:24.708,1 Oct 2023 19:45:01.771,457.063
1 Oct 2023 19:38:25.586,1 Oct 2023 19:46:34.918,489.332
1 Oct 2023 19:41:34.009,1 Oct 2023 19:46:46.989,312.980
1 Oct 2023 19:41:42.690,1 Oct 2023 19:49:53.550,490.860
1 Oct 2023 19:42:47.919,1 Oct 2023 19:49:44.990,417.071
1 Oct 2023 19:44:50.801,1 Oct 2023 19:53:09.406,498.605
1 Oct 2023 19:46:58.023,1 Oct 2023 19:53:38.688,400.665
1 Oct 2023 19:47:37.855,1 Oct 2023 19:55:29.794,471.939
1 Oct 2023 19:50:16.095,1 Oct 2023 19:58:33.189,497.093
1 Oct 2023 19:52:24.795,1 Oct 2023 19:56:43.041,258.246
1 Oct 2023 19:54:59.651,1 Oct 2023 20:02:42.454,462.803
1 Oct 2023 19:56:34.898,1 Oct 2023 20:01:23.560,288.662
1 Oct 2023 19:57:09.533,1 Oct 2023 20:05:25.213,495.679
1 Oct 2023 19:57:14.225,1 Oct 2023 20:05:25.922,491.697
1 Oct 2023 19:57:21.990,1 Oct 2023 19:58:31.579,69.589
1 Oct 2023 19:58:23.199,1 Oct 2023 20:05:56.507,453.308
1 Oct 2023 19:58:51.955,1 Oct 2023 20:06:28.815,456.860
1 Oct 2023 19:59:12.066,1 Oct 2023 20:04:20.612,308.546
1 Oct 2023 20:00:15.726,1 Oct 2023 20:08:23.082,487.356
1 Oct 2023 20:00:31.382,1 Oct 2023 20:08:36.037,484.655
1 Oct 2023 20:00:37.856,1 Oct 2023 20:07:10.765,392.909
1 Oct 2023 20:00:38.307,1 Oct 2023 20:08:40.201,481.894
1 Oct 2023 20:00:41.375,1 Oct 2023 20:08:41.325,479.950
1 Oct 2023 20:00:55.404,1 Oct 2023 20:08:33.512,458.108
1 Oct 2023 20:01:06.750,1 Oct 2023 20:07:26.159,379.409
1 Oct 2023 20:01:07.882,1 Oct 2023 20:07:13.360,365.478
1 Oct 2023 20:01:08.013,1 Oct 2023 20:07:16.525,368.511
1 Oct 2023 20:01:08.256,1 Oct 2023 20:07:17.556,369.299
1 Oct 2023 20:01:12.352,1 Oct 2023 20:07:28.680,376.328
1 Oct 2023 20:01:12.744,1 Oct 2023 20:07:19.874,367.130
1 Oct 2023 20:01:14.980,1 Oct 2023 20:01:41.538,26.559
1 Oct 2023 20:01:14.980,1 Oct 2023 20:01:41.538,26.559
1 Oct 2023 20:01:24.771,1 Oct 2023 20:09:09.916,465.145
1 Oct 2023 20:01:31.181,1 Oct 2023 20:07:42.818,371.637
1 Oct 2023 20:01:46.375,1 Oct 2023 20:07:53.435,367.060
1 Oct 2023 20:02:05.467,1 Oct 2023 20:08:24.623,379.156
1 Oct 2023 20:03:07.133,1 Oct 2023 20:09:04.826,357.693
1 Oct 2023 20:03:19.071,1 Oct 2023 20:11:08.893,469.822
1 Oct 2023 20:03:41.662,1 Oct 2023 20:11:54.160,492.498
1 Oct 2023 20:04:04.117,1 Oct 2023 20:08:47.501,283.384
1 Oct 2023 20:04:49.008,1 Oct 2023 20:11:29.168,400.160
1 Oct 2023 20:04:57.455,1 Oct 2023 20:08:59.296,241.840
1 Oct 2023 20:05:36.695,1 Oct 2023 20:11:25.676,348.981
1 Oct 2023 20:05:45.061,1 Oct 2023 20:12:42.053,416.991
1 Oct 2023 20:06:17.657,1 Oct 2023 20:13:46.559,448.902
1 Oct 2023 20:12:26.427,1 Oct 2023 20:18:37.061,370.634
1 Oct 2023 20:12:43.131,1 Oct 2023 20:21:04.598,501.466
1 Oct 2023 20:14:07.904,1 Oct 2023 20:20:40.235,392.331
1 Oct 2023 20:14:52.372,1 Oct 2023 20:18:07.547,195.176
1 Oct 2023 20:15:18.414,1 Oct 2023 20:20:16.257,297.843
1 Oct 2023 20:15:54.064,1 Oct 2023 20:17:01.583,67.518
1 Oct 2023 20:18:48.329,1 Oct 2023 20:23:34.045,285.716
1 Oct 2023 20:19:04.931,1 Oct 2023 20:27:00.501,475.570
1 Oct 2023 20:19:34.654,1 Oct 2023 20:27:15.015,460.361
1 Oct 2023 20:20:17.293,1 Oct 2023 20:28:16.284,478.991
1 Oct 2023 20:21:00.587,1 Oct 2023 20:26:50.372,349.784
1 Oct 2023 20:21:08.715,1 Oct 2023 20:29:16.859,488.144
1 Oct 2023 20:21:27.656,1 Oct 2023 20:29:03.611,455.955
1 Oct 2023 20:22:09.561,1 Oct 2023 20:30:11.221,481.660
1 Oct 2023 20:22:26.319,1 Oct 2023 20:29:39.391,433.072
1 Oct 2023 20:23:42.429,1 Oct 2023 20:31:52.693,490.264
1 Oct 2023 20:24:00.550,1 Oct 2023 20:25:17.597,77.047
1 Oct 2023 20:25:03.094,1 Oct 2023 20:33:06.170,483.076
1 Oct 2023 20:25:14.474,1 Oct 2023 20:28:20.463,185.989
1 Oct 2023 20:25:26.687,1 Oct 2023 20:26:48.775,82.088
1 Oct 2023 20:26:52.018,1 Oct 2023 20:27:15.751,23.732
1 Oct 2023 20:28:35.833,1 Oct 2023 20:36:37.425,481.593
1 Oct 2023 20:28:53.803,1 Oct 2023 20:35:36.006,402.203
1 Oct 2023 20:28:56.147,1 Oct 2023 20:35:59.450,423.303
1 Oct 2023 20:31:26.870,1 Oct 2023 20:39:47.270,500.400
1 Oct 2023 20:33:36.934,1 Oct 2023 20:37:19.752,222.818
1 Oct 2023 20:34:28.952,1 Oct 2023 20:40:15.796,346.844
1 Oct 2023 20:34:29.291,1 Oct 2023 20:41:13.661,404.370
1 Oct 2023 20:36:36.653,1 Oct 2023 20:37:13.399,36.746
1 Oct 2023 20:36:56.187,1 Oct 2023 20:44:53.413,477.226
1 Oct 2023 20:39:17.680,1 Oct 2023 20:44:14.802,297.121
1 Oct 2023 20:43:07.325,1 Oct 2023 20:48:09.196,301.870
1 Oct 2023 20:43:38.328,1 Oct 2023 20:51:57.996,499.668
1 Oct 2023 20:44:09.444,1 Oct 2023 20:51:24.631,435.188
1 Oct 2023 20:45:03.196,1 Oct 2023 20:50:38.232,335.037
1 Oct 2023 20:45:14.292,1 Oct 2023 20:53:30.465,496.173
1 Oct 2023 20:46:58.207,1 Oct 2023 20:50:02.435,184.228
1 Oct 2023 20:47:01.534,1 Oct 2023 20:55:17.164,495.630
1 Oct 2023 20:47:10.843,1 Oct 2023 20:54:56.832,465.990
1 Oct 2023 20:47:43.840,1 Oct 2023 20:55:50.498,486.658
1 Oct 2023 20:47:44.764,1 Oct 2023 20:53:46.431,361.667
1 Oct 2023 20:48:08.820,1 Oct 2023 20:53:50.791,341.971
1 Oct 2023 20:48:23.052,1 Oct 2023 20:53:47.330,324.278
1 Oct 2023 20:48:26.272,1 Oct 2023 20:56:29.699,483.427
1 Oct 2023 20:49:29.215,1 Oct 2023 20:57:01.262,452.047
1 Oct 2023 20:49:43.922,1 Oct 2023 20:57:52.044,488.122
1 Oct 2023 20:50:08.258,1 Oct 2023 20:58:29.976,501.718
1 Oct 2023 20:51:01.359,1 Oct 2023 20:52:32.930,91.570
1 Oct 2023 20:51:30.903,1 Oct 2023 20:59:43.007,492.104
1 Oct 2023 20:51:47.697,1 Oct 2023 20:54:22.651,154.954
1 Oct 2023 20:52:20.402,1 Oct 2023 20:58:05.373,344.971
1 Oct 2023 20:52:41.566,1 Oct 2023 21:00:53.896,492.330
1 Oct 2023 20:59:20.463,1 Oct 2023 21:07:29.748,489.285
1 Oct 2023 20:59:47.527,1 Oct 2023 21:07:57.461,489.934
1 Oct 2023 21:00:15.613,1 Oct 2023 21:08:13.164,477.551
1 Oct 2023 21:00:29.980,1 Oct 2023 21:04:47.507,257.527
1 Oct 2023 21:01:02.124,1 Oct 2023 21:06:15.280,313.156
1 Oct 2023 21:01:06.304,1 Oct 2023 21:01:51.797,45.493
1 Oct 2023 21:06:07.748,1 Oct 2023 21:11:11.293,303.545
1 Oct 2023 21:06:22.964,1 Oct 2023 21:12:19.467,356.503
1 Oct 2023 21:07:02.238,1 Oct 2023 21:13:36.765,394.527
1 Oct 2023 21:08:05.587,1 Oct 2023 21:13:53.280,347.693
1 Oct 2023 21:08:37.133,1 Oct 2023 21:14:47.661,370.527
1 Oct 2023 21:09:23.698,1 Oct 2023 21:13:41.055,257.357
1 Oct 2023 21:09:37.149,1 Oct 2023 21:15:26.010,348.861
1 Oct 2023 21:09:42.902,1 Oct 2023 21:12:08.175,145.273
1 Oct 2023 21:10:57.963,1 Oct 2023 21:17:25.878,387.915
1 Oct 2023 21:11:12.068,1 Oct 2023 21:17:43.525,391.458
1 Oct 2023 21:11:15.829,1 Oct 2023 21:14:33.535,197.706
1 Oct 2023 21:12:28.313,1 Oct 2023 21:19:16.478,408.165
1 Oct 2023 21:14:46.770,1 Oct 2023 21:23:00.389,493.620
1 Oct 2023 21:14:55.772,1 Oct 2023 21:23:16.376,500.604
1 Oct 2023 21:16:57.247,1 Oct 2023 21:23:41.879,404.632
1 Oct 2023 21:18:06.044,1 Oct 2023 21:26:05.519,479.475
1 Oct 2023 21:18:51.451,1 Oct 2023 21:24:09.597,318.146
1 Oct 2023 21:19:37.000,1 Oct 2023 21:26:59.567,442.568
1 Oct 2023 21:21:44.489,1 Oct 2023 21:27:16.790,332.301
1 Oct 2023 21:22:08.591,1 Oct 2023 21:25:50.673,222.082
1 Oct 2023 21:24:12.261,1 Oct 2023 21:30:14.732,362.470
1 Oct 2023 21:24:47.337,1 Oct 2023 21:28:27.266,219.929
1 Oct 2023 21:24:47.337,1 Oct 2023 21:28:27.266,219.929
1 Oct 2023 21:25:04.718,1 Oct 2023 21:32:18.516,433.798
1 Oct 2023 21:25:43.924,1 Oct 2023 21:32:01.477,377.553
1 Oct 2023 21:28:46.675,1 Oct 2023 21:34:10.742,324.067
1 Oct 2023 21:29:55.644,1 Oct 2023 21:34:47.894,292.250
1 Oct 2023 21:30:10.465,1 Oct 2023 21:38:29.027,498.562
1 Oct 2023 21:31:11.138,1 Oct 2023 21:36:40.351,329.213
1 Oct 2023 21:31:57.446,1 Oct 2023 21:39:46.165,468.719
1 Oct 2023 21:33:32.717,1 Oct 2023 21:41:53.618,500.902
1 Oct 2023 21:33:46.519,1 Oct 2023 21:40:57.479,430.960
1 Oct 2023 21:34:59.642,1 Oct 2023 21:43:02.014,482.371
1 Oct 2023 21:35:04.631,1 Oct 2023 21:42:09.158,424.527
1 Oct 2023 21:35:15.590,1 Oct 2023 21:41:42.493,386.903
1 Oct 2023 21:35:34.528,1 Oct 2023 21:43:50.876,496.348
1 Oct 2023 21:35:45.885,1 Oct 2023 21:42:50.257,424.373
1 Oct 2023 21:36:43.878,1 Oct 2023 21:45:06.277,502.399
1 Oct 2023 21:37:03.431,1 Oct 2023 21:43:19.627,376.196
1 Oct 2023 21:38:08.403,1 Oct 2023 21:46:15.957,487.554
1 Oct 2023 21:39:16.972,1 Oct 2023 21:47:25.314,488.342
1 Oct 2023 21:39:36.580,1 Oct 2023 21:45:05.567,328.986
1 Oct 2023 21:42:44.827,1 Oct 2023 21:46:04.304,199.477
1 Oct 2023 21:44:44.756,1 Oct 2023 21:51:49.662,424.906
1 Oct 2023 21:46:07.855,1 Oct 2023 21:53:26.702,438.848
1 Oct 2023 21:46:52.462,1 Oct 2023 21:54:37.446,464.984
1 Oct 2023 21:46:55.045,1 Oct 2023 21:53:54.311,419.266
1 Oct 2023 21:46:58.575,1 Oct 2023 21:54:13.903,435.328
1 Oct 2023 21:48:15.666,1 Oct 2023 21:52:59.215,283.549
1 Oct 2023 21:48:15.666,1 Oct 2023 21:52:59.215,283.549
1 Oct 2023 21:48:34.011,1 Oct 2023 21:51:13.713,159.702
1 Oct 2023 21:49:58.063,1 Oct 2023 21:53:18.169,200.106
1 Oct 2023 21:51:23.339,1 Oct 2023 21:58:13.178,409.839
1 Oct 2023 21:53:36.836,1 Oct 2023 22:00:39.459,422.623
1 Oct 2023 21:54:40.550,1 Oct 2023 22:00:07.190,326.640
1 Oct 2023 21:56:48.230,1 Oct 2023 22:04:58.860,490.630
1 Oct 2023 22:00:39.974,1 Oct 2023 22:05:08.302,268.328
1 Oct 2023 22:01:26.323,1 Oct 2023 22:07:49.283,382.960
1 Oct 2023 22:01:33.388,1 Oct 2023 22:09:53.062,499.674
1 Oct 2023 22:01:46.968,1 Oct 2023 22:09:14.445,447.477
1 Oct 2023 22:02:42.432,1 Oct 2023 22:10:52.666,490.234
1 Oct 2023 22:04:38.105,1 Oct 2023 22:10:34.586,356.481
1 Oct 2023 22:05:00.866,1 Oct 2023 22:11:48.849,407.983
1 Oct 2023 22:05:41.625,1 Oct 2023 22:13:50.654,489.029
1 Oct 2023 22:08:33.480,1 Oct 2023 22:14:41.781,368.301
1 Oct 2023 22:09:17.292,1 Oct 2023 22:11:25.044,127.752
1 Oct 2023 22:09:46.223,1 Oct 2023 22:17:07.730,441.507
1 Oct 2023 22:09:46.223,1 Oct 2023 22:17:07.730,441.507
1 Oct 2023 22:11:07.005,1 Oct 2023 22:19:14.691,487.686
1 Oct 2023 22:11:46.153,1 Oct 2023 22:15:56.938,250.785
1 Oct 2023 22:12:02.743,1 Oct 2023 22:19:35.353,452.610
1 Oct 2023 22:12:48.045,1 Oct 2023 22:18:54.203,366.157
1 Oct 2023 22:12:52.808,1 Oct 2023 22:15:35.648,162.840
1 Oct 2023 22:13:13.519,1 Oct 2023 22:15:02.484,108.965
1 Oct 2023 22:13:24.384,1 Oct 2023 22:18:47.629,323.246
1 Oct 2023 22:13:42.165,1 Oct 2023 22:18:33.210,291.045
1 Oct 2023 22:14:05.731,1 Oct 2023 22:22:05.197,479.466
1 Oct 2023 22:14:10.358,1 Oct 2023 22:18:10.573,240.215
1 Oct 2023 22:14:18.191,1 Oct 2023 22:18:01.835,223.644
1 Oct 2023 22:14:20.915,1 Oct 2023 22:18:13.196,232.281
1 Oct 2023 22:14:27.860,1 Oct 2023 22:18:06.155,218.296
1 Oct 2023 22:14:29.418,1 Oct 2023 22:18:05.898,216.480
1 Oct 2023 22:14:33.645,1 Oct 2023 22:18:06.103,212.458
1 Oct 2023 22:15:00.356,1 Oct 2023 22:22:54.840,474.485
1 Oct 2023 22:15:30.066,1 Oct 2023 22:16:48.162,78.096
1 Oct 2023 22:16:43.794,1 Oct 2023 22:24:54.369,490.574
1 Oct 2023 22:17:35.374,1 Oct 2023 22:22:23.304,287.930
1 Oct 2023 22:19:30.955,1 Oct 2023 22:24:49.140,318.185
1 Oct 2023 22:20:16.673,1 Oct 2023 22:28:31.180,494.507
1 Oct 2023 22:20:37.139,1 Oct 2023 22:26:30.401,353.262
1 Oct 2023 22:21:06.874,1 Oct 2023 22:29:18.779,491.904
1 Oct 2023 22:21:35.262,1 Oct 2023 22:29:48.164,492.902
1 Oct 2023 22:22:32.013,1 Oct 2023 22:29:02.291,390.278
1 Oct 2023 22:22:32.102,1 Oct 2023 22:30:13.167,461.065
1 Oct 2023 22:23:21.486,1 Oct 2023 22:31:43.889,502.403
1 Oct 2023 22:25:22.567,1 Oct 2023 22:32:37.190,434.622
1 Oct 2023 22:26:21.712,1 Oct 2023 22:33:04.039,402.327
1 Oct 2023 22:26:25.776,1 Oct 2023 22:32:30.430,364.654
1 Oct 2023 22:27:05.381,1 Oct 2023 22:34:46.283,460.902
1 Oct 2023 22:30:07.059,1 Oct 2023 22:37:22.021,434.962
1 Oct 2023 22:30:46.408,1 Oct 2023 22:38:57.875,491.466
1 Oct 2023 22:32:11.517,1 Oct 2023 22:37:52.132,340.615
1 Oct 2023 22:33:03.949,1 Oct 2023 22:40:55.825,471.876
1 Oct 2023 22:33:03.949,1 Oct 2023 22:40:55.825,471.876
1 Oct 2023 22:33:13.476,1 Oct 2023 22:41:25.951,492.475
1 Oct 2023 22:33:29.857,1 Oct 2023 22:38:29.125,299.268
1 Oct 2023 22:34:30.970,1 Oct 2023 22:40:58.056,387.087
1 Oct 2023 22:35:17.020,1 Oct 2023 22:39:31.787,254.767
1 Oct 2023 22:35:41.133,1 Oct 2023 22:38:41.527,180.394
1 Oct 2023 22:35:55.782,1 Oct 2023 22:39:40.325,224.543
1 Oct 2023 22:37:11.103,1 Oct 2023 22:42:20.962,309.860
1 Oct 2023 22:37:15.522,1 Oct 2023 22:44:52.661,457.139
1 Oct 2023 22:37:15.588,1 Oct 2023 22:42:55.970,340.382
1 Oct 2023 22:37:19.088,1 Oct 2023 22:42:55.102,336.014
1 Oct 2023 22:37:20.267,1 Oct 2023 22:42:55.023,334.756
1 Oct 2023 22:37:23.340,1 Oct 2023 22:42:59.254,335.913
1 Oct 2023 22:37:30.265,1 Oct 2023 22:42:49.824,319.559
1 Oct 2023 22:37:33.488,1 Oct 2023 22:42:55.492,322.003
1 Oct 2023 22:37:51.150,1 Oct 2023 22:43:12.030,320.879
1 Oct 2023 22:38:04.396,1 Oct 2023 22:43:25.700,321.304
1 Oct 2023 22:38:43.262,1 Oct 2023 22:43:35.135,291.873
1 Oct 2023 22:39:14.698,1 Oct 2023 22:45:30.617,375.919
1 Oct 2023 22:39:25.241,1 Oct 2023 22:47:37.760,492.519
1 Oct 2023 22:42:05.287,1 Oct 2023 22:47:02.148,296.861
1 Oct 2023 22:42:13.284,1 Oct 2023 22:46:46.730,273.446
1 Oct 2023 22:42:40.228,1 Oct 2023 22:46:16.722,216.494
1 Oct 2023 22:43:46.619,1 Oct 2023 22:51:08.924,442.305
1 Oct 2023 22:46:56.238,1 Oct 2023 22:55:01.672,485.434
1 Oct 2023 22:48:18.091,1 Oct 2023 22:56:32.945,494.854
1 Oct 2023 22:49:55.468,1 Oct 2023 22:56:44.491,409.023
1 Oct 2023 22:50:04.990,1 Oct 2023 22:54:39.896,274.907
1 Oct 2023 22:50:42.115,1 Oct 2023 22:56:45.447,363.331
1 Oct 2023 22:52:56.803,1 Oct 2023 22:56:10.622,193.818
1 Oct 2023 22:53:08.907,1 Oct 2023 22:59:37.692,388.786
1 Oct 2023 22:53:47.197,1 Oct 2023 23:00:43.077,415.880
1 Oct 2023 22:55:03.808,1 Oct 2023 23:02:12.521,428.713
1 Oct 2023 22:55:54.595,1 Oct 2023 23:02:46.189,411.594
1 Oct 2023 22:55:56.344,1 Oct 2023 23:04:08.574,492.230
1 Oct 2023 22:55:56.344,1 Oct 2023 23:04:08.574,492.230
1 Oct 2023 22:56:49.715,1 Oct 2023 23:04:18.383,448.668
1 Oct 2023 22:56:52.117,1 Oct 2023 23:04:04.999,432.882
1 Oct 2023 22:56:52.809,1 Oct 2023 23:04:27.753,454.944
1 Oct 2023 22:57:17.407,1 Oct 2023 23:02:29.879,312.472
1 Oct 2023 22:57:38.669,1 Oct 2023 23:04:11.958,393.289
1 Oct 2023 22:58:13.426,1 Oct 2023 23:06:21.275,487.849
1 Oct 2023 22:58:25.930,1 Oct 2023 23:06:40.474,494.544
1 Oct 2023 22:58:30.546,1 Oct 2023 23:06:31.563,481.018
1 Oct 2023 22:58:34.603,1 Oct 2023 23:06:29.623,475.020
1 Oct 2023 22:58:39.139,1 Oct 2023 23:04:48.857,369.718
1 Oct 2023 22:58:41.419,1 Oct 2023 23:06:26.734,465.315
1 Oct 2023 22:58:42.284,1 Oct 2023 23:06:24.579,462.295
1 Oct 2023 22:58:48.560,1 Oct 2023 23:06:32.255,463.695
1 Oct 2023 22:58:49.608,1 Oct 2023 23:06:30.771,461.163
1 Oct 2023 22:58:50.003,1 Oct 2023 23:06:12.908,442.906
1 Oct 2023 22:58:50.392,1 Oct 2023 23:06:31.215,460.823
1 Oct 2023 22:58:52.890,1 Oct 2023 23:06:32.943,460.053
1 Oct 2023 22:59:25.066,1 Oct 2023 23:03:45.295,260.229
1 Oct 2023 23:00:23.654,1 Oct 2023 23:03:59.129,215.475
1 Oct 2023 23:00:43.912,1 Oct 2023 23:08:24.955,461.043
1 Oct 2023 23:01:33.680,1 Oct 2023 23:09:19.914,466.234
1 Oct 2023 23:03:20.170,1 Oct 2023 23:11:06.685,466.515
1 Oct 2023 23:04:12.828,1 Oct 2023 23:06:36.408,143.580
1 Oct 2023 23:04:30.726,1 Oct 2023 23:07:28.297,177.571
1 Oct 2023 23:06:09.119,1 Oct 2023 23:10:05.171,236.052
1 Oct 2023 23:07:03.531,1 Oct 2023 23:15:13.732,490.201
1 Oct 2023 23:08:10.983,1 Oct 2023 23:15:08.337,417.354
1 Oct 2023 23:08:12.088,1 Oct 2023 23:16:22.007,489.919
1 Oct 2023 23:08:27.454,1 Oct 2023 23:10:47.762,140.309
1 Oct 2023 23:09:57.749,1 Oct 2023 23:18:19.396,501.647
1 Oct 2023 23:10:13.829,1 Oct 2023 23:16:18.619,364.790
1 Oct 2023 23:11:30.144,1 Oct 2023 23:14:07.754,157.610
1 Oct 2023 23:12:55.836,1 Oct 2023 23:20:01.664,425.828
1 Oct 2023 23:13:01.715,1 Oct 2023 23:18:57.012,355.297
1 Oct 2023 23:13:26.739,1 Oct 2023 23:21:24.048,477.309
1 Oct 2023 23:16:08.069,1 Oct 2023 23:24:17.354,489.285
1 Oct 2023 23:17:35.373,1 Oct 2023 23:25:38.514,483.141
1 Oct 2023 23:17:52.189,1 Oct 2023 23:24:56.513,424.324
1 Oct 2023 23:17:54.001,1 Oct 2023 23:24:43.637,409.636
1 Oct 2023 23:19:29.564,1 Oct 2023 23:27:31.297,481.733
1 Oct 2023 23:19:29.564,1 Oct 2023 23:27:31.297,481.733
1 Oct 2023 23:19:52.621,1 Oct 2023 23:27:47.697,475.076
