Coverage Properties
Custom Regions Coverage                                            
Grid Altitude: 0.0000 (km)                                         
Ground Altitude set from grid altitude reference (On ellipsoid)    
Resolution: 0.1000 (deg)                                           
Number of Points: 2638                                             
Assets required for a valid access: At Least 1                     
Assigned Assets:                                                   
Constellation/Sensors:    Active                               
Satellite/Satellite011/Sensor/Sensor1:    Active           
Satellite/Satellite012/Sensor/Sensor2:    Active           
Satellite/Satellite021/Sensor/Sensor3:    Active           
Satellite/Satellite022/Sensor/Sensor4:    Active           
Satellite/Satellite031/Sensor/Sensor5:    Active           
Satellite/Satellite032/Sensor/Sensor6:    Active           
Satellite/Satellite041/Sensor/Sensor7:    Active           
Satellite/Satellite042/Sensor/Sensor8:    Active           
Access Interval: 1 Jun 2023 10:00:00.000 to 8 Jun 2023 10:00:00.000
Regional Acceleration: Automatic                                   
Light time delay: Ignored                                          
Maximum Sampling Time Step: 360.000 secs                           
Minimum Sampling Time Step: 0.010 secs                             
Time Convergence: 5.000e-03 secs                                   
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         

FOM Properties
Average Revisit Time                            
Minimum number of assets required: 1            
Gaps at ends of analysis interval are considered
Satisfaction is not enabled                     
FOM value range check is not enabled.           

"Latitude (deg),""Longitude (deg)"",""FOM Value (sec)"""
44.413,33.704,17762.523
44.413,33.852,18300.639
44.413,34.000,18300.603
44.485,33.704,17254.719
44.485,33.852,17762.264
44.485,34.000,17762.301
44.485,34.148,17762.285
44.557,33.556,17762.155
44.557,33.704,18300.666
44.557,33.852,16775.270
44.557,34.000,16775.334
44.557,34.148,17254.775
44.557,34.296,18300.677
44.628,33.556,17761.906
44.628,33.704,17254.490
44.628,33.852,16775.229
44.628,34.000,17254.710
44.628,34.148,16775.281
44.628,34.296,17254.559
44.700,33.556,17254.161
44.700,33.704,17254.303
44.700,33.852,17762.095
44.700,34.000,17254.464
44.700,34.148,17254.599
44.700,34.296,17254.342
44.700,34.444,17761.954
44.772,33.556,17761.707
44.772,33.704,17761.877
44.772,33.852,17761.710
44.772,34.000,18300.206
44.772,34.148,17761.837
44.772,34.296,17254.457
44.772,34.444,17254.346
44.772,34.593,17254.456
44.844,33.556,17254.222
44.844,33.704,17761.612
44.844,33.852,18299.957
44.844,34.000,18299.944
44.844,34.148,18300.062
44.844,34.296,17761.870
44.844,34.444,17254.479
44.844,34.593,16321.619
44.844,34.741,16775.185
44.844,34.889,16775.606
44.844,35.037,17762.397
44.916,33.704,17254.007
44.916,33.852,18299.941
44.916,34.000,18299.937
44.916,34.148,18300.069
44.916,34.296,17254.194
44.916,34.444,16774.957
44.916,34.593,17254.625
44.916,34.741,17254.744
44.916,34.889,16775.138
44.916,35.037,17254.391
44.916,35.185,17761.921
44.988,33.704,17253.857
44.988,33.852,17253.917
44.988,34.000,17254.138
44.988,34.148,17254.033
44.988,34.296,17254.204
44.988,34.444,17254.588
44.988,34.593,17762.190
44.988,34.741,17254.337
44.988,34.889,17254.311
44.988,35.037,17254.108
44.988,35.185,17253.989
44.988,35.333,16774.746
45.060,33.704,16321.301
45.060,33.852,16321.014
45.060,34.000,16320.966
45.060,34.148,16321.362
45.060,34.296,17761.991
45.060,34.444,17761.854
45.060,34.593,17761.719
45.060,34.741,18300.068
45.060,34.889,17761.594
45.060,35.037,17254.062
45.060,35.185,16321.024
45.060,35.333,16774.420
45.060,35.926,17762.019
45.060,36.074,16775.025
45.060,36.222,17254.202
45.060,36.370,17254.331
45.132,33.556,16321.132
45.132,33.704,16321.010
45.132,33.852,16321.155
45.132,34.000,15891.618
45.132,34.148,16774.758
45.132,34.296,16774.526
45.132,34.444,16774.714
45.132,34.593,18299.889
45.132,34.741,18299.813
45.132,34.889,17761.462
45.132,35.037,17253.790
45.132,35.185,17253.841
45.132,35.333,16321.109
45.132,35.481,16321.300
45.132,35.630,16774.595
45.132,35.778,16321.249
45.132,35.926,17254.082
45.132,36.074,17761.696
45.132,36.222,16774.806
45.132,36.370,17253.915
45.204,33.259,16774.404
45.204,33.407,16774.254
45.204,33.556,16774.246
45.204,33.704,16774.497
45.204,33.852,16321.198
45.204,34.000,17254.139
45.204,34.148,16320.968
45.204,34.296,16321.015
45.204,34.444,17253.636
45.204,34.593,17253.682
45.204,34.741,17253.784
45.204,34.889,17761.263
45.204,35.037,17761.372
45.204,35.185,16774.596
45.204,35.333,16774.688
45.204,35.481,16774.516
45.204,35.630,15891.264
45.204,35.778,16774.271
45.204,35.926,16774.274
45.204,36.074,16774.501
45.204,36.222,17253.789
45.204,36.370,17253.766
45.276,33.111,16320.782
45.276,33.259,16774.141
45.276,33.407,16320.839
45.276,33.556,15891.369
45.276,33.704,16774.535
45.276,33.852,17253.801
45.276,34.000,16774.351
45.276,34.148,17253.792
45.276,34.296,16774.328
45.276,34.444,16320.597
45.276,34.593,16773.987
45.276,34.741,16774.025
45.276,34.889,16774.310
45.276,35.037,16774.587
45.276,35.185,17761.485
45.276,35.333,16774.539
45.276,35.481,16774.330
45.276,35.630,16774.256
45.276,35.778,15891.046
45.276,35.926,16320.562
45.276,36.074,16773.930
45.276,36.222,16774.031
45.276,36.370,17253.667
45.348,32.667,17253.501
45.348,33.111,15891.120
45.348,33.259,15891.150
45.348,33.407,16774.369
45.348,33.556,16774.403
45.348,33.704,16774.232
45.348,33.852,16774.369
45.348,34.000,17761.195
45.348,34.148,16774.207
45.348,34.296,16774.032
45.348,34.444,16320.638
45.348,34.593,16320.500
45.348,34.741,15890.963
45.348,34.889,15891.120
45.348,35.037,16774.158
45.348,35.185,16774.226
45.348,35.333,17761.216
45.348,35.778,17253.384
45.348,35.926,16320.386
45.348,36.074,16320.318
45.348,36.222,16320.455
45.348,36.370,16773.939
45.420,32.519,16320.587
45.420,32.667,15890.827
45.420,32.815,16320.360
45.420,32.963,15890.828
45.420,33.111,15483.394
45.420,33.259,15891.166
45.420,33.407,16774.215
45.420,33.556,16774.137
45.420,33.704,17253.600
45.420,33.852,17253.511
45.420,34.000,16773.956
45.420,34.148,17253.310
45.420,34.296,17253.354
45.420,34.444,16320.535
45.420,34.593,15483.482
45.420,34.741,15890.996
45.420,34.889,15890.780
45.420,35.037,15890.843
45.420,35.185,16773.842
45.420,36.074,16320.468
45.420,36.222,15890.651
45.420,36.370,15890.601
45.420,36.519,16320.371
45.492,32.667,15890.754
45.492,32.815,15483.148
45.492,32.963,15096.195
45.492,33.111,15483.429
45.492,33.259,16320.450
45.492,33.407,16320.556
45.492,33.556,16774.072
45.492,33.704,16773.935
45.492,33.852,16773.917
45.492,34.000,16773.914
45.492,34.148,16773.835
45.492,34.296,15890.861
45.492,34.444,16320.483
45.492,34.593,16320.508
45.492,34.741,16320.346
45.492,34.889,15483.155
45.492,35.037,15890.602
45.492,35.185,15890.489
45.563,32.815,15890.853
45.563,32.963,15890.782
45.563,33.111,16320.316
45.563,33.259,16773.859
45.563,33.407,16320.319
45.563,33.556,16320.200
45.563,33.704,16320.249
45.563,33.852,16320.277
