"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 04:59:52.102,2 Aug 2023 05:02:30.407,158.306
2,2 Aug 2023 06:31:02.885,2 Aug 2023 06:32:24.155,81.271
3,2 Aug 2023 08:00:23.963,2 Aug 2023 08:02:50.380,146.417
4,3 Aug 2023 04:01:02.405,3 Aug 2023 04:03:45.138,162.733
5,3 Aug 2023 05:32:02.049,3 Aug 2023 05:33:28.453,86.405
6,3 Aug 2023 07:01:50.235,3 Aug 2023 07:03:55.064,124.829
7,3 Aug 2023 08:31:21.222,3 Aug 2023 08:32:33.277,72.055
8,4 Aug 2023 03:03:38.335,4 Aug 2023 03:04:42.995,64.660
9,4 Aug 2023 04:32:23.648,4 Aug 2023 04:34:34.987,131.339
10,4 Aug 2023 06:03:08.174,4 Aug 2023 06:04:38.118,89.944
11,4 Aug 2023 07:32:22.422,4 Aug 2023 07:34:20.873,118.451
12,5 Aug 2023 03:33:04.544,5 Aug 2023 03:35:43.551,159.007
13,5 Aug 2023 05:04:15.989,5 Aug 2023 05:05:37.015,81.026
14,5 Aug 2023 06:33:39.374,5 Aug 2023 06:36:04.625,145.251
15,6 Aug 2023 02:34:15.487,6 Aug 2023 02:36:58.729,163.241
16,6 Aug 2023 04:05:13.688,6 Aug 2023 04:06:41.601,87.913
17,6 Aug 2023 05:35:07.953,6 Aug 2023 05:37:06.995,119.042
18,6 Aug 2023 07:04:31.050,6 Aug 2023 07:05:51.954,80.903
19,7 Aug 2023 01:36:58.292,7 Aug 2023 01:37:52.081,53.788
20,7 Aug 2023 03:05:33.116,7 Aug 2023 03:07:48.156,135.040
21,7 Aug 2023 04:36:22.417,7 Aug 2023 04:37:50.538,88.121
22,7 Aug 2023 06:05:37.109,7 Aug 2023 06:07:41.632,124.523
23,8 Aug 2023 02:06:17.682,8 Aug 2023 02:08:56.616,158.934
24,8 Aug 2023 03:37:29.041,8 Aug 2023 03:38:49.887,80.846
25,8 Aug 2023 05:06:55.672,8 Aug 2023 05:09:18.088,142.415

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 04:15:03.158,2 Aug 2023 04:17:41.557,158.399
2,2 Aug 2023 05:45:41.813,2 Aug 2023 05:47:24.999,103.186
3,2 Aug 2023 07:15:54.129,2 Aug 2023 07:17:45.475,111.346
4,2 Aug 2023 08:45:10.719,2 Aug 2023 08:46:43.837,93.118
5,3 Aug 2023 04:46:03.393,3 Aug 2023 04:48:32.813,149.420
6,3 Aug 2023 06:17:06.449,3 Aug 2023 06:18:31.261,84.812
7,3 Aug 2023 07:46:23.282,3 Aug 2023 07:48:42.657,139.375
8,4 Aug 2023 03:47:02.828,4 Aug 2023 03:49:43.854,161.026
9,4 Aug 2023 05:18:11.601,4 Aug 2023 05:19:32.477,80.876
10,4 Aug 2023 06:47:46.436,4 Aug 2023 06:50:01.096,134.660
