"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:30:34.506,1 Aug 2023 10:38:39.528,485.022
2,2 Aug 2023 02:59:18.913,2 Aug 2023 03:08:40.447,561.534
3,2 Aug 2023 04:43:34.083,2 Aug 2023 04:54:27.976,653.893
4,2 Aug 2023 06:29:29.284,2 Aug 2023 06:40:16.803,647.519
5,2 Aug 2023 08:15:20.630,2 Aug 2023 08:26:01.669,641.039
6,2 Aug 2023 10:01:08.786,2 Aug 2023 10:09:31.566,502.780
7,3 Aug 2023 02:30:17.710,3 Aug 2023 02:39:15.156,537.446
8,3 Aug 2023 04:14:14.535,3 Aug 2023 04:25:07.010,652.474
9,3 Aug 2023 06:00:05.899,3 Aug 2023 06:10:54.151,648.251
10,3 Aug 2023 07:45:59.629,3 Aug 2023 07:56:42.508,642.879
11,3 Aug 2023 09:31:44.208,3 Aug 2023 09:40:26.746,522.538
12,4 Aug 2023 02:01:20.787,4 Aug 2023 02:09:48.556,507.769
13,4 Aug 2023 03:44:55.086,4 Aug 2023 03:55:46.097,651.011
14,4 Aug 2023 05:30:42.324,4 Aug 2023 05:41:31.544,649.220
15,4 Aug 2023 07:16:38.487,4 Aug 2023 07:27:22.508,644.021
16,4 Aug 2023 09:02:20.552,4 Aug 2023 09:11:25.526,544.974
17,5 Aug 2023 01:32:29.145,5 Aug 2023 01:40:20.513,471.368
18,5 Aug 2023 03:15:36.667,5 Aug 2023 03:26:25.192,648.525
19,5 Aug 2023 05:01:18.742,5 Aug 2023 05:12:09.024,650.281
20,5 Aug 2023 06:47:17.171,5 Aug 2023 06:58:01.759,644.588
21,5 Aug 2023 08:32:57.632,5 Aug 2023 08:42:22.725,565.094
22,6 Aug 2023 01:03:46.358,6 Aug 2023 01:10:50.556,424.198
23,6 Aug 2023 02:46:19.003,6 Aug 2023 02:57:04.246,645.243
24,6 Aug 2023 04:31:55.239,6 Aug 2023 04:42:46.631,651.392
25,6 Aug 2023 06:17:55.645,6 Aug 2023 06:28:40.765,645.119
26,6 Aug 2023 08:03:35.307,6 Aug 2023 08:13:17.030,581.723
27,6 Aug 2023 09:51:48.336,6 Aug 2023 09:54:09.388,141.052
28,7 Aug 2023 00:35:10.576,7 Aug 2023 00:41:17.796,367.219
29,7 Aug 2023 02:17:01.546,7 Aug 2023 02:27:43.200,641.655
