"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:31:15.461,1 Aug 2023 10:33:44.809,149.348
2,2 Aug 2023 03:33:24.321,2 Aug 2023 03:38:54.313,329.992
3,2 Aug 2023 05:11:26.039,2 Aug 2023 05:17:46.986,380.948
4,2 Aug 2023 06:50:43.576,2 Aug 2023 06:56:47.427,363.852
5,2 Aug 2023 08:29:29.767,2 Aug 2023 08:35:32.126,362.358
6,2 Aug 2023 10:09:20.999,2 Aug 2023 10:11:41.232,140.233
7,3 Aug 2023 03:11:22.659,3 Aug 2023 03:16:55.329,332.670
8,3 Aug 2023 04:49:26.732,3 Aug 2023 04:55:47.458,380.726
9,3 Aug 2023 06:28:44.336,3 Aug 2023 06:34:48.215,363.879
10,3 Aug 2023 08:07:30.170,3 Aug 2023 08:13:31.800,361.630
11,3 Aug 2023 09:47:26.337,3 Aug 2023 09:49:37.322,130.985
12,4 Aug 2023 02:49:21.097,4 Aug 2023 02:54:56.335,335.238
13,4 Aug 2023 04:27:27.442,4 Aug 2023 04:33:47.938,380.496
14,4 Aug 2023 06:06:45.088,4 Aug 2023 06:12:49.001,363.912
15,4 Aug 2023 07:45:30.582,4 Aug 2023 07:51:31.435,360.853
16,4 Aug 2023 09:25:31.341,4 Aug 2023 09:27:33.000,121.659
17,5 Aug 2023 02:27:19.629,5 Aug 2023 02:32:57.334,337.705
18,5 Aug 2023 04:05:28.166,5 Aug 2023 04:11:48.421,380.255
19,5 Aug 2023 05:44:45.834,5 Aug 2023 05:50:49.783,363.948
20,5 Aug 2023 07:23:30.997,5 Aug 2023 07:29:31.095,360.098
21,5 Aug 2023 09:03:37.087,5 Aug 2023 09:05:28.164,111.076
22,6 Aug 2023 02:05:18.247,6 Aug 2023 02:10:58.310,340.064
23,6 Aug 2023 03:43:28.906,6 Aug 2023 03:49:48.907,380.001
24,6 Aug 2023 05:22:46.570,6 Aug 2023 05:28:50.575,364.005
25,6 Aug 2023 07:01:31.417,6 Aug 2023 07:07:30.718,359.301
26,6 Aug 2023 08:41:43.955,6 Aug 2023 08:43:22.639,98.685
27,7 Aug 2023 01:43:16.948,7 Aug 2023 01:48:59.259,342.312
28,7 Aug 2023 03:21:29.659,7 Aug 2023 03:27:49.398,379.739
29,7 Aug 2023 05:00:47.295,7 Aug 2023 05:06:51.395,364.100
30,7 Aug 2023 06:39:31.845,7 Aug 2023 06:45:30.303,358.458
31,7 Aug 2023 08:19:52.865,7 Aug 2023 08:21:16.126,83.261
32,8 Aug 2023 01:21:15.728,8 Aug 2023 01:27:00.186,344.458
33,8 Aug 2023 02:59:30.423,8 Aug 2023 03:05:49.895,379.472
34,8 Aug 2023 04:38:48.012,8 Aug 2023 04:44:52.223,364.211
35,8 Aug 2023 06:17:32.278,8 Aug 2023 06:23:29.843,357.565
36,8 Aug 2023 07:58:04.504,8 Aug 2023 07:59:07.966,63.462

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 02:47:05.527,2 Aug 2023 02:48:16.977,71.450
2,2 Aug 2023 04:22:07.638,2 Aug 2023 04:28:25.584,377.946
3,2 Aug 2023 06:01:04.544,2 Aug 2023 06:07:13.359,368.815
4,2 Aug 2023 07:40:10.688,2 Aug 2023 07:46:19.271,368.583
5,2 Aug 2023 09:18:56.773,2 Aug 2023 09:23:44.479,287.707
6,3 Aug 2023 02:24:58.847,3 Aug 2023 02:26:23.823,84.976
7,3 Aug 2023 04:00:07.657,3 Aug 2023 04:06:26.065,378.409
8,3 Aug 2023 05:39:05.506,3 Aug 2023 05:45:14.059,368.553
9,3 Aug 2023 07:18:11.128,3 Aug 2023 07:24:19.820,368.692
10,3 Aug 2023 08:56:57.696,3 Aug 2023 09:01:42.095,284.399
11,4 Aug 2023 02:02:53.251,4 Aug 2023 02:04:29.524,96.273
12,4 Aug 2023 03:38:07.713,4 Aug 2023 03:44:26.536,378.823
13,4 Aug 2023 05:17:06.472,4 Aug 2023 05:23:14.761,368.289
14,4 Aug 2023 06:56:11.563,4 Aug 2023 07:02:20.356,368.792
15,4 Aug 2023 08:34:58.645,4 Aug 2023 08:39:39.546,280.901
16,5 Aug 2023 01:40:48.387,5 Aug 2023 01:42:34.478,106.091
17,5 Aug 2023 03:16:07.800,5 Aug 2023 03:22:27.005,379.205
18,5 Aug 2023 04:55:07.436,5 Aug 2023 05:01:15.472,368.036
19,5 Aug 2023 06:34:11.991,5 Aug 2023 06:40:20.871,368.880
20,5 Aug 2023 08:12:59.623,5 Aug 2023 08:17:37.083,277.460
21,6 Aug 2023 01:18:44.058,6 Aug 2023 01:20:38.893,114.835
22,6 Aug 2023 02:54:07.922,6 Aug 2023 03:00:27.470,379.548
23,6 Aug 2023 04:33:08.398,6 Aug 2023 04:39:16.187,367.789
24,6 Aug 2023 06:12:12.416,6 Aug 2023 06:18:21.368,368.952
25,6 Aug 2023 07:51:00.628,6 Aug 2023 07:55:36.293,275.665
26,7 Aug 2023 00:56:40.149,7 Aug 2023 00:58:42.893,122.744
27,7 Aug 2023 02:32:08.076,7 Aug 2023 02:38:27.932,379.856
28,7 Aug 2023 04:11:09.361,7 Aug 2023 04:17:16.905,367.544
29,7 Aug 2023 05:50:12.833,7 Aug 2023 05:56:21.848,369.015
30,7 Aug 2023 07:29:01.625,7 Aug 2023 07:33:35.443,273.819
31,8 Aug 2023 00:34:36.578,8 Aug 2023 00:36:46.558,129.979
32,8 Aug 2023 02:10:08.257,8 Aug 2023 02:16:28.387,380.130
33,8 Aug 2023 03:49:10.323,8 Aug 2023 03:55:17.631,367.309
34,8 Aug 2023 05:28:13.247,8 Aug 2023 05:34:22.308,369.062
35,8 Aug 2023 07:07:02.649,8 Aug 2023 07:11:34.530,271.881

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:14:05.169,1 Aug 2023 10:20:11.060,365.891
2,1 Aug 2023 11:52:42.505,1 Aug 2023 11:58:56.319,373.814
3,1 Aug 2023 13:31:58.116,1 Aug 2023 13:38:02.594,364.478
4,1 Aug 2023 15:10:38.947,1 Aug 2023 15:16:20.543,341.596
5,2 Aug 2023 09:52:05.846,2 Aug 2023 09:58:12.683,366.837
6,2 Aug 2023 11:30:44.421,2 Aug 2023 11:36:57.872,373.450
7,2 Aug 2023 13:09:59.682,2 Aug 2023 13:16:04.334,364.652
8,2 Aug 2023 14:48:40.470,2 Aug 2023 14:54:20.370,339.900
9,3 Aug 2023 09:30:06.526,3 Aug 2023 09:36:14.295,367.769
10,3 Aug 2023 11:08:46.343,3 Aug 2023 11:14:59.431,373.087
11,3 Aug 2023 12:48:01.241,3 Aug 2023 12:54:06.068,364.828
12,3 Aug 2023 14:26:42.002,3 Aug 2023 14:32:20.130,338.128
13,4 Aug 2023 09:08:07.212,4 Aug 2023 09:14:15.896,368.683
14,4 Aug 2023 10:46:48.274,4 Aug 2023 10:53:00.995,372.721
15,4 Aug 2023 12:26:02.792,4 Aug 2023 12:32:07.792,365.000
16,4 Aug 2023 14:04:43.548,4 Aug 2023 14:10:19.819,336.271
17,5 Aug 2023 08:46:07.942,5 Aug 2023 08:52:17.482,369.540
18,5 Aug 2023 10:24:50.208,5 Aug 2023 10:31:02.566,372.358
19,5 Aug 2023 12:04:04.333,5 Aug 2023 12:10:09.507,365.173
20,5 Aug 2023 13:42:45.106,5 Aug 2023 13:48:19.430,334.325
21,6 Aug 2023 08:24:08.688,6 Aug 2023 08:30:19.058,370.369
22,6 Aug 2023 10:02:52.149,6 Aug 2023 10:09:04.142,371.993
23,6 Aug 2023 11:42:05.867,6 Aug 2023 11:48:11.211,365.344
24,6 Aug 2023 13:20:46.675,6 Aug 2023 13:26:18.964,332.289
25,7 Aug 2023 08:02:09.473,7 Aug 2023 08:08:20.626,371.152
26,7 Aug 2023 09:40:54.098,7 Aug 2023 09:47:05.727,371.629
27,7 Aug 2023 11:20:07.392,7 Aug 2023 11:26:12.908,365.515
28,7 Aug 2023 12:58:48.259,7 Aug 2023 13:04:18.413,330.153
29,8 Aug 2023 07:40:10.301,8 Aug 2023 07:46:22.181,371.881
30,8 Aug 2023 09:18:56.053,8 Aug 2023 09:25:07.316,371.263

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 11:03:12.257,1 Aug 2023 11:09:34.027,381.771
2,1 Aug 2023 12:42:24.188,1 Aug 2023 12:48:27.107,362.919
3,1 Aug 2023 14:21:19.379,1 Aug 2023 14:27:28.575,369.196
4,1 Aug 2023 16:00:18.746,1 Aug 2023 16:04:20.736,241.990
5,2 Aug 2023 09:04:27.249,2 Aug 2023 09:08:27.007,239.758
6,2 Aug 2023 10:41:13.562,2 Aug 2023 10:47:35.441,381.879
7,2 Aug 2023 12:20:26.087,2 Aug 2023 12:26:28.879,362.792
8,2 Aug 2023 13:59:20.726,2 Aug 2023 14:05:29.876,369.150
9,2 Aug 2023 15:38:21.295,2 Aug 2023 15:42:20.683,239.388
10,3 Aug 2023 08:42:20.456,3 Aug 2023 08:46:29.757,249.301
11,3 Aug 2023 10:19:14.889,3 Aug 2023 10:25:36.850,381.960
12,3 Aug 2023 11:58:27.979,3 Aug 2023 12:04:30.655,362.675
13,3 Aug 2023 13:37:22.075,3 Aug 2023 13:43:31.153,369.078
14,3 Aug 2023 15:16:23.899,3 Aug 2023 15:20:20.561,236.661
15,4 Aug 2023 08:20:15.162,4 Aug 2023 08:24:32.444,257.283
16,4 Aug 2023 09:57:16.240,4 Aug 2023 10:03:38.261,382.021
17,4 Aug 2023 11:36:29.866,4 Aug 2023 11:42:32.435,362.569
18,4 Aug 2023 13:15:23.420,4 Aug 2023 13:21:32.409,368.989
19,4 Aug 2023 14:54:26.567,4 Aug 2023 14:58:20.366,233.799
20,5 Aug 2023 07:58:10.777,5 Aug 2023 08:02:35.069,264.292
21,5 Aug 2023 09:35:17.614,5 Aug 2023 09:41:39.675,382.061
