"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 03:49:40.957,2 Aug 2023 03:54:01.075,260.118
2,2 Aug 2023 05:21:00.970,2 Aug 2023 05:25:41.576,280.606
3,2 Aug 2023 06:53:15.393,2 Aug 2023 06:57:37.145,261.752
4,2 Aug 2023 08:24:48.098,2 Aug 2023 08:29:15.939,267.841
5,3 Aug 2023 03:17:37.923,3 Aug 2023 03:21:48.629,250.706
6,3 Aug 2023 04:48:48.777,3 Aug 2023 04:53:31.263,282.486
7,3 Aug 2023 06:21:03.908,3 Aug 2023 06:25:25.052,261.144
8,3 Aug 2023 07:52:38.263,3 Aug 2023 07:57:08.724,270.461
9,3 Aug 2023 09:25:23.883,3 Aug 2023 09:26:31.658,67.775
10,4 Aug 2023 02:45:37.409,4 Aug 2023 02:49:35.729,238.320
11,4 Aug 2023 04:16:36.905,4 Aug 2023 04:21:21.038,284.133
12,4 Aug 2023 05:48:52.180,4 Aug 2023 05:53:12.918,260.738
13,4 Aug 2023 07:20:28.544,4 Aug 2023 07:25:00.834,272.291
14,4 Aug 2023 08:52:53.431,4 Aug 2023 08:54:37.875,104.444
15,5 Aug 2023 02:13:40.896,5 Aug 2023 02:17:22.058,221.162
16,5 Aug 2023 03:44:25.396,5 Aug 2023 03:49:10.887,285.492
17,5 Aug 2023 05:16:40.226,5 Aug 2023 05:21:00.777,260.551
18,5 Aug 2023 06:48:18.860,5 Aug 2023 06:52:52.328,273.468
19,5 Aug 2023 08:20:28.200,5 Aug 2023 08:22:38.809,130.608
20,6 Aug 2023 01:41:53.474,6 Aug 2023 01:45:07.378,193.903
21,6 Aug 2023 03:12:14.288,6 Aug 2023 03:17:00.785,286.498
22,6 Aug 2023 04:44:28.052,6 Aug 2023 04:48:48.660,260.607
23,6 Aug 2023 06:16:09.129,6 Aug 2023 06:20:43.154,274.025
24,6 Aug 2023 07:48:08.191,6 Aug 2023 07:50:36.992,148.801
25,7 Aug 2023 01:10:18.695,7 Aug 2023 01:12:51.299,152.604
26,7 Aug 2023 02:40:03.629,7 Aug 2023 02:44:50.705,287.076
27,7 Aug 2023 04:12:15.688,7 Aug 2023 04:16:36.614,260.926
28,7 Aug 2023 05:43:59.434,7 Aug 2023 05:48:33.385,273.951
29,7 Aug 2023 07:15:51.092,7 Aug 2023 07:18:33.375,162.283
30,8 Aug 2023 00:38:29.372,8 Aug 2023 00:40:33.570,124.198
31,8 Aug 2023 02:07:53.466,8 Aug 2023 02:12:40.628,287.161
32,8 Aug 2023 03:40:03.127,8 Aug 2023 03:44:24.691,261.564
33,8 Aug 2023 05:11:49.747,8 Aug 2023 05:16:23.086,273.340
