"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Aug 2023 10:29:36.661,1 Aug 2023 10:33:46.472,249.811
2,2 Aug 2023 03:09:38.116,2 Aug 2023 03:15:15.766,337.650
3,2 Aug 2023 04:44:48.872,2 Aug 2023 04:52:03.091,434.219
4,2 Aug 2023 06:21:40.534,2 Aug 2023 06:28:42.780,422.246
5,2 Aug 2023 07:58:24.539,2 Aug 2023 08:05:27.846,423.307
6,2 Aug 2023 09:35:03.194,2 Aug 2023 09:40:20.880,317.686
7,3 Aug 2023 02:17:29.046,3 Aug 2023 02:20:29.589,180.543
8,3 Aug 2023 03:50:46.433,3 Aug 2023 03:57:54.580,428.147
9,3 Aug 2023 05:27:22.025,3 Aug 2023 05:34:28.596,426.572
10,3 Aug 2023 07:04:15.599,3 Aug 2023 07:11:18.503,422.904
11,3 Aug 2023 08:40:46.360,3 Aug 2023 08:47:07.635,381.275
12,4 Aug 2023 02:56:53.352,4 Aug 2023 03:03:43.388,410.036
13,4 Aug 2023 04:33:04.535,4 Aug 2023 04:40:16.968,432.433
14,4 Aug 2023 06:10:03.343,4 Aug 2023 06:17:04.619,421.276
15,4 Aug 2023 07:46:36.571,4 Aug 2023 07:53:28.905,412.334
16,4 Aug 2023 09:23:52.518,4 Aug 2023 09:27:36.515,223.997
17,5 Aug 2023 02:03:26.294,5 Aug 2023 02:09:24.535,358.241
18,5 Aug 2023 03:38:52.943,5 Aug 2023 03:46:07.749,434.806
19,5 Aug 2023 05:15:47.346,5 Aug 2023 05:22:48.997,421.651
20,5 Aug 2023 06:52:29.036,5 Aug 2023 06:59:31.812,422.776
21,5 Aug 2023 08:29:11.432,5 Aug 2023 08:34:16.494,305.063
22,6 Aug 2023 01:11:11.979,6 Aug 2023 01:14:47.340,215.360
23,6 Aug 2023 02:44:48.746,6 Aug 2023 02:51:59.374,430.629
24,6 Aug 2023 04:21:29.048,6 Aug 2023 04:28:34.381,425.333
25,6 Aug 2023 05:58:20.630,6 Aug 2023 06:05:23.671,423.041
26,6 Aug 2023 07:34:52.089,6 Aug 2023 07:41:01.133,369.043
27,7 Aug 2023 01:50:52.996,7 Aug 2023 01:57:49.136,416.140
28,7 Aug 2023 03:27:10.919,7 Aug 2023 03:34:22.124,431.205
