"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 03:50:38.397,2 Aug 2023 03:53:22.476,164.079
2,2 Aug 2023 05:21:38.747,2 Aug 2023 05:25:00.025,201.278
3,2 Aug 2023 06:54:04.261,2 Aug 2023 06:56:57.796,173.535
4,2 Aug 2023 08:25:23.858,2 Aug 2023 08:28:35.079,191.221
5,3 Aug 2023 03:19:25.285,3 Aug 2023 03:21:07.495,102.210
6,3 Aug 2023 04:49:25.679,3 Aug 2023 04:52:49.775,204.096
7,3 Aug 2023 06:21:53.533,3 Aug 2023 06:24:44.705,171.172
8,3 Aug 2023 07:53:14.473,3 Aug 2023 07:56:30.480,196.007
9,4 Aug 2023 02:47:24.248,4 Aug 2023 02:48:50.993,86.746
10,4 Aug 2023 04:17:12.846,4 Aug 2023 04:20:40.557,207.711
11,4 Aug 2023 05:49:42.308,4 Aug 2023 05:52:31.491,169.182
12,4 Aug 2023 07:21:05.439,4 Aug 2023 07:24:23.932,198.493
13,5 Aug 2023 02:15:30.598,5 Aug 2023 02:16:33.407,62.809
14,5 Aug 2023 03:45:00.649,5 Aug 2023 03:48:31.506,210.857
15,5 Aug 2023 05:17:30.575,5 Aug 2023 05:20:18.206,167.631
16,5 Aug 2023 06:48:56.732,5 Aug 2023 06:52:16.396,199.664
17,6 Aug 2023 01:43:37.130,6 Aug 2023 01:44:09.644,32.513
18,6 Aug 2023 03:12:49.125,6 Aug 2023 03:16:22.416,213.291
19,6 Aug 2023 04:45:18.378,6 Aug 2023 04:48:04.906,166.528
20,6 Aug 2023 06:16:47.715,6 Aug 2023 06:20:07.966,200.251
21,7 Aug 2023 02:40:38.320,7 Aug 2023 02:44:13.245,214.924
22,7 Aug 2023 04:13:05.794,7 Aug 2023 04:15:51.665,165.871
23,7 Aug 2023 05:44:38.117,7 Aug 2023 05:47:58.606,200.489
24,7 Aug 2023 07:16:58.957,7 Aug 2023 07:17:44.114,45.157
25,8 Aug 2023 02:08:28.314,8 Aug 2023 02:12:03.955,215.642
26,8 Aug 2023 03:40:52.909,8 Aug 2023 03:43:38.561,165.652
27,8 Aug 2023 05:12:28.693,8 Aug 2023 05:15:48.380,199.688
28,8 Aug 2023 06:44:30.499,8 Aug 2023 06:45:45.521,75.023

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,2 Aug 2023 04:35:43.015,2 Aug 2023 04:39:19.481,216.466
2,2 Aug 2023 06:07:59.935,2 Aug 2023 06:10:49.996,170.061
3,2 Aug 2023 07:39:45.041,2 Aug 2023 07:43:01.283,196.242
4,2 Aug 2023 09:11:21.949,2 Aug 2023 09:13:13.466,111.517
5,3 Aug 2023 04:03:33.777,3 Aug 2023 04:07:09.541,215.763
6,3 Aug 2023 05:35:46.692,3 Aug 2023 05:38:39.070,172.378
7,3 Aug 2023 07:07:35.944,3 Aug 2023 07:10:50.379,194.435
8,3 Aug 2023 08:39:07.238,3 Aug 2023 08:41:10.938,123.701
9,4 Aug 2023 03:31:25.261,4 Aug 2023 03:34:59.319,214.058
10,4 Aug 2023 05:03:33.498,4 Aug 2023 05:06:28.267,174.769
