"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 10:19:12.398,1 Jun 2023 10:23:16.448,244.051
2,1 Jun 2023 11:52:57.727,1 Jun 2023 11:57:06.625,248.898
3,1 Jun 2023 13:26:14.825,1 Jun 2023 13:29:17.332,182.507
4,2 Jun 2023 07:09:42.645,2 Jun 2023 07:10:16.646,34.001
5,2 Jun 2023 08:40:11.399,2 Jun 2023 08:44:39.579,268.180
6,2 Jun 2023 10:14:08.527,2 Jun 2023 10:18:05.922,237.395
7,2 Jun 2023 11:47:39.757,2 Jun 2023 11:51:52.836,253.079
8,2 Jun 2023 13:21:12.478,2 Jun 2023 13:23:39.779,147.301
9,3 Jun 2023 07:03:07.012,3 Jun 2023 07:05:43.705,156.693
10,3 Jun 2023 08:34:56.015,3 Jun 2023 08:39:22.532,266.517
11,3 Jun 2023 10:09:01.629,3 Jun 2023 10:12:57.335,235.705
12,3 Jun 2023 11:42:20.824,3 Jun 2023 11:46:34.492,253.668
13,3 Jun 2023 13:16:47.340,3 Jun 2023 13:17:45.974,58.634
14,4 Jun 2023 06:56:41.398,4 Jun 2023 07:00:41.645,240.248
15,4 Jun 2023 08:29:47.368,4 Jun 2023 08:34:05.993,258.625
16,4 Jun 2023 10:03:49.432,4 Jun 2023 10:07:49.392,239.959
17,4 Jun 2023 11:37:02.913,4 Jun 2023 11:41:05.620,242.707
18,5 Jun 2023 06:51:09.644,5 Jun 2023 06:55:31.300,261.656
19,5 Jun 2023 08:24:42.178,5 Jun 2023 08:28:51.300,249.123
20,5 Jun 2023 09:58:34.618,5 Jun 2023 10:02:40.465,245.847
21,5 Jun 2023 11:31:48.261,5 Jun 2023 11:35:16.380,208.119
22,6 Jun 2023 06:45:48.534,6 Jun 2023 06:50:16.522,267.988
23,6 Jun 2023 08:19:38.925,6 Jun 2023 08:23:39.289,240.365
24,6 Jun 2023 09:53:18.043,6 Jun 2023 09:57:28.547,250.504
25,6 Jun 2023 11:26:39.862,6 Jun 2023 11:29:29.932,170.070
26,7 Jun 2023 05:09:30.999,7 Jun 2023 05:11:04.582,93.583
27,7 Jun 2023 06:40:31.372,7 Jun 2023 06:44:59.855,268.483
28,7 Jun 2023 08:14:33.882,7 Jun 2023 08:18:29.794,235.911
29,7 Jun 2023 09:47:59.060,7 Jun 2023 09:52:13.635,254.574
30,7 Jun 2023 11:21:47.295,7 Jun 2023 11:23:49.102,121.806
31,8 Jun 2023 05:02:40.613,8 Jun 2023 05:06:12.462,211.849
32,8 Jun 2023 06:35:19.332,8 Jun 2023 06:39:42.852,263.520
33,8 Jun 2023 08:09:24.387,8 Jun 2023 08:13:21.725,237.338
34,8 Jun 2023 09:42:40.505,8 Jun 2023 09:46:50.971,250.466

"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jun 2023 11:06:14.602,1 Jun 2023 11:10:11.256,236.654
2,1 Jun 2023 12:39:31.870,1 Jun 2023 12:43:43.779,251.909
3,2 Jun 2023 07:53:46.669,2 Jun 2023 07:57:55.444,248.776
4,2 Jun 2023 09:27:01.747,2 Jun 2023 09:31:17.766,256.019
5,2 Jun 2023 11:01:01.642,2 Jun 2023 11:05:03.050,241.408
6,2 Jun 2023 12:34:14.488,2 Jun 2023 12:38:10.456,235.968
7,3 Jun 2023 07:48:19.477,3 Jun 2023 07:52:43.590,264.113
8,3 Jun 2023 09:21:57.229,3 Jun 2023 09:26:03.767,246.538
9,3 Jun 2023 10:55:46.226,3 Jun 2023 10:59:53.715,247.489
10,3 Jun 2023 12:29:01.243,3 Jun 2023 12:32:16.149,194.905
11,4 Jun 2023 07:42:59.856,4 Jun 2023 07:47:28.110,268.254
12,4 Jun 2023 09:16:53.804,4 Jun 2023 09:20:52.518,238.714
13,4 Jun 2023 10:50:28.993,4 Jun 2023 10:54:40.735,251.742
14,4 Jun 2023 12:23:55.451,4 Jun 2023 12:26:34.100,158.649
15,5 Jun 2023 06:06:26.527,5 Jun 2023 06:08:24.925,118.398
16,5 Jun 2023 07:37:43.410,5 Jun 2023 07:42:11.192,267.782
17,5 Jun 2023 09:11:48.098,5 Jun 2023 09:15:43.531,235.433
18,5 Jun 2023 10:45:09.896,5 Jun 2023 10:49:24.455,254.559
19,5 Jun 2023 12:19:13.544,5 Jun 2023 12:20:50.167,96.623
20,6 Jun 2023 05:59:38.760,6 Jun 2023 06:03:27.474,228.714
